person_id;person_trip_id;leg_index;origin_x;origin_y;destination_x;destination_y;departure_time;travel_time;vehicle_distance;routed_distance;mode;euclidean_distance;origin_link_id;destination_link_id
445584;1;3;691351.5791924589;5402288.52200559;691351.5791924589;5402288.52200559;32183.0;32.0;0.0;40.433772031083585;walk;0.0;15642;15642
378562;0;0;694383.0941271778;5352285.940551899;694383.0941271778;5352285.940551899;32096.0;119.0;0.0;148.85940810940897;walk;0.0;2190;2190
222614;1;3;697073.8112847311;5367140.510143558;697073.8112847311;5367140.510143558;32183.0;32.0;0.0;40.9117642848015;walk;0.0;37271;37271
326125;0;1;682712.6493977874;5379025.210878331;682019.8203012759;5385431.6640120745;30997.0;1219.0;13386.485932660817;13386.485932660817;car;6443.807408033055;36614;64442
405445;0;1;715264.8965042215;5379336.083567141;699995.226049602;5378789.316179214;29775.0;2441.0;26517.21930510913;26517.21930510913;car;15279.456481471398;73249;69702
26898;0;0;690512.8645726414;5389993.6486153435;690512.8645726414;5389993.6486153435;32171.0;45.0;0.0;57.399614164593174;walk;0.0;56922;56922
165458;0;2;681701.5358007157;5398874.93706985;681701.5358007157;5398874.93706985;32098.0;118.0;0.0;147.97640472911448;walk;0.0;69153;69153
410213;0;2;689949.8415936955;5401114.786693465;689949.8415936955;5401114.786693465;32176.0;41.0;0.0;51.84998069655388;walk;0.0;7567;7567
305204;0;0;710395.7397178933;5354078.627840109;710395.7397178933;5354078.627840109;32204.0;13.0;0.0;16.89323351532635;walk;0.0;79926;79926
166493;1;3;683883.4132736393;5378692.103034959;683883.4132736393;5378692.103034959;32218.0;0.0;0.0;0.0;walk;0.0;42909;42909
154322;0;0;701123.7381965918;5364110.599946178;701123.7381965918;5364110.599946178;32186.0;32.0;0.0;40.551960656798364;walk;0.0;43459;43459
313482;1;5;704347.8160498543;5364924.183292788;704347.8160498543;5364924.183292788;32178.0;41.0;0.0;52.07085013580283;walk;0.0;34235;34235
423438;0;1;698323.6841763828;5351116.024213571;703101.6256981982;5363874.47238067;30982.0;1238.0;15983.606234391791;15983.606234391791;car;13623.75589984022;42562;56253
263994;2;6;688881.1981713122;5402132.617000951;688881.1981713122;5402132.617000951;32200.0;20.0;0.0;25.160250079556068;walk;0.0;72791;72791
62190;0;1;683275.6137495574;5399006.466771566;681995.3277704972;5398873.682507054;30510.0;1710.0;1284.5013030684904;1284.5013030684904;pt;1287.153389880275;912;24297
125439;0;3;703212.0873341903;5363983.954598985;701925.5518460923;5364194.9535128325;31093.0;1127.0;1739.925628426676;1739.925628426676;pt;1303.7231699177337;61582;69003
62292;0;1;683275.6137495574;5399006.466771566;681995.3277704972;5398873.682507054;30899.0;1321.0;1284.5013030684904;1284.5013030684904;pt;1287.153389880275;912;24297
390146;0;1;684476.7589310568;5378919.186619752;686254.0129769659;5377482.662253844;31593.0;628.0;2762.1969947067364;2762.1969947067364;car;2285.220820303536;62273;51572
430593;0;2;693998.209359343;5364330.502377579;693998.209359343;5364330.502377579;32143.0;78.0;0.0;97.89351975164561;walk;0.0;55556;55556
209889;0;0;726224.5522733415;5360058.35135689;726224.5522733415;5360058.35135689;32132.0;89.0;0.0;111.2710243717449;walk;0.0;29336;29336
197750;1;5;685663.8828014303;5400642.033868554;685663.8828014303;5400642.033868554;32147.0;74.0;0.0;93.48390880924015;walk;0.0;78204;78204
197092;0;0;682924.447166037;5398879.339856042;682924.447166037;5398879.339856042;32181.0;40.0;0.0;50.86449281848243;walk;0.0;5563;5563
87104;2;8;676067.1433002916;5384536.531913259;676067.1433002916;5384536.531913259;32180.0;42.0;0.0;53.35076998756868;walk;0.0;59072;59072
404614;0;2;698711.1421963626;5358950.741046883;698711.1421963626;5358950.741046883;32121.0;101.0;0.0;126.70146817393226;walk;0.0;55958;55958
394501;0;0;680860.9545244257;5392058.660095262;680860.9545244257;5392058.660095262;32171.0;51.0;0.0;63.90518550377102;walk;0.0;67228;67228
214446;0;2;703782.1069518325;5364348.534944193;703782.1069518325;5364348.534944193;32069.0;153.0;0.0;191.93552682361974;walk;0.0;48629;48629
187819;1;1;705412.0103543203;5362284.968789957;704888.8134521362;5363510.365465409;31812.0;410.0;0.0;1708.9194964268652;bicycle;1332.415855002845;45802;50023
117192;1;5;714921.7826053413;5354496.793445082;714921.7826053413;5354496.793445082;32182.0;40.0;0.0;50.52872533714903;walk;0.0;11678;11678
314056;0;0;703080.6868657344;5354468.963876771;703080.6868657344;5354468.963876771;32168.0;55.0;0.0;68.81247261668054;walk;0.0;66362;66362
210249;2;2;726971.8677281176;5344623.370405705;727665.8887284705;5343173.062511638;31656.0;567.0;0.0;2363.7814867798124;bicycle;1607.8115985785328;14560;60247
187088;1;1;703022.144605803;5364791.030623745;703295.3880212922;5364752.431749355;31962.0;261.0;0.0;327.2672419934746;walk;275.95622336231907;53433;8981
68619;0;0;716389.0371858778;5354724.053807082;714926.5132419604;5355034.267897626;31764.0;460.0;0.0;1918.0867009582114;bicycle;1495.061560105163;43263;57409
226746;1;1;696127.4959446469;5359479.5474439245;696097.6789816723;5360040.427780034;32000.0;224.0;0.0;934.5364808677515;bicycle;561.6723268199972;43855;41345
209799;2;7;723186.8201282842;5364906.597471875;721299.6049181952;5365516.729096538;31954.0;271.0;2537.31944442525;2537.31944442525;car;1983.3915015965613;42313;55779
380413;0;2;704237.6456293323;5365079.961210934;704237.6456293323;5365079.961210934;32197.0;28.0;0.0;35.5872568074589;walk;0.0;79026;79026
354735;0;0;706236.160241004;5379581.881263977;706236.160241004;5379581.881263977;32151.0;74.0;0.0;92.7034486540041;walk;0.0;46506;46506
273477;0;2;710800.3423537828;5356453.815350173;710800.3423537828;5356453.815350173;32173.0;54.0;0.0;68.13122946587286;walk;0.0;50457;50457
88454;0;2;690890.385631049;5376042.480290301;690890.385631049;5376042.480290301;32193.0;35.0;0.0;43.87909521618871;walk;0.0;63150;63150
441690;0;0;684778.1742322203;5378909.80462036;684778.1742322203;5378909.80462036;32211.0;17.0;0.0;22.411487738452465;walk;0.0;65275;65275
405445;0;2;699995.226049602;5378789.316179214;699995.226049602;5378789.316179214;32216.0;12.0;0.0;15.280064235982824;walk;0.0;69702;69702
20920;0;0;688261.6429846139;5367500.4057055125;688261.6429846139;5367500.4057055125;32206.0;22.0;0.0;28.131340420907065;walk;0.0;16955;16955
219180;0;1;696788.252351125;5361915.466145681;695919.4342749219;5358310.286720015;31595.0;634.0;5104.500081245383;5104.500081245383;car;3708.390963852583;47035;63756
165785;0;0;682844.7973522854;5398887.572848223;682844.7973522854;5398887.572848223;32209.0;20.0;0.0;25.02002641604369;walk;0.0;6593;6593
272109;0;0;731835.295262754;5356420.087234818;731835.295262754;5356420.087234818;32222.0;8.0;0.0;11.008003720727702;walk;0.0;80163;80163
441855;1;5;685022.8649242334;5378343.237463672;685022.8649242334;5378343.237463672;32193.0;38.0;0.0;48.468640425848754;walk;0.0;26295;26295
403870;0;2;713371.0582954714;5375201.901822795;713371.0582954714;5375201.901822795;32150.0;81.0;0.0;101.64352882951546;walk;0.0;34528;34528
246932;1;5;698569.2270109687;5379358.19313967;698569.2270109687;5379358.19313967;32167.0;64.0;0.0;80.28878912668037;walk;0.0;53523;53523
53628;2;7;697349.9056261918;5354858.494573675;697282.7741866352;5354860.970786871;32184.0;48.0;141.36320604865955;141.36320604865955;car;67.1770928868986;48528;12590
338393;0;1;721467.8582477879;5340857.744189938;721173.286388879;5341222.105912307;32023.0;210.0;672.4415462256666;672.4415462256666;car;468.5424685012995;4007;57132
166394;0;1;686600.5995789829;5382163.092170339;684713.2249264626;5376945.238651378;31408.0;825.0;7292.421270664096;7292.421270664096;car;5548.7096179481;42574;14396
299456;0;0;716654.3544287151;5355891.130540999;716654.3544287151;5355891.130540999;32117.0;116.0;0.0;145.85244510013035;walk;0.0;77596;77596
154501;0;2;703322.8242003393;5363978.328591136;703212.0873341903;5363983.954598985;32160.0;73.0;0.0;98.0;walk;110.87968925286911;69591;61582
277807;0;1;701420.4960040823;5368634.561959306;702033.2199927534;5364368.198196854;31231.0;1003.0;6642.887578877805;6642.887578877805;car;4310.138099858394;1240;80398
93757;0;0;705983.4588290158;5362926.995437721;705983.4588290158;5362926.995437721;31863.0;371.0;0.0;464.6464888466405;walk;0.0;22273;22273
368748;1;1;682229.1071331888;5388837.683066232;681496.0956128605;5387400.461226586;31749.0;487.0;0.0;2032.4544734674914;bicycle;1613.3544264323905;42325;42179
347999;4;12;704558.8898216307;5363685.243241721;704558.8898216307;5363685.243241721;32163.0;73.0;0.0;92.28550380632129;walk;0.0;60936;60936
264825;0;1;685004.9769974109;5373231.678545482;684072.2894227095;5379326.886604779;31180.0;1057.0;7940.390308741544;7940.390308741544;car;6166.1549930342135;12512;4675
388565;0;1;681199.8331003619;5399060.391875353;685275.3207541753;5398322.184723091;31651.0;587.0;4565.417106369615;4565.417106369615;car;4141.805091507285;69145;58113
381210;0;2;703204.0156077535;5363971.902730202;703322.8242003393;5363978.328591136;32160.0;78.0;0.0;104.0;walk;118.98223968704174;72263;69591
335080;0;0;715690.6183736998;5350264.914503202;715690.6183736998;5350264.914503202;32197.0;41.0;0.0;51.364092866221384;walk;0.0;81386;81386
173949;1;5;737443.7395330315;5347850.9119699905;737443.7395330315;5347850.9119699905;32134.0;104.0;0.0;130.36225641911068;walk;0.0;64000;64000
161496;0;0;695829.5971424673;5360408.9972594045;695829.5971424673;5360408.9972594045;32145.0;93.0;0.0;117.48227931617267;walk;0.0;41413;41413
124984;1;5;702035.7731136763;5365212.443705974;702035.7731136763;5365212.443705974;32185.0;53.0;0.0;66.63915680263676;walk;0.0;71560;71560
239951;0;1;714574.4220129662;5353679.616798675;702958.0254366368;5354332.104949676;30794.0;1445.0;0.0;17659.06728919308;car_passenger;11634.707138804872;14993;17331
335388;1;3;703737.1446626675;5354415.604995644;703737.1446626675;5354415.604995644;32189.0;51.0;0.0;64.26298690313388;walk;0.0;29888;29888
330035;0;0;688758.6929960224;5402297.680453347;688758.6929960224;5402297.680453347;32204.0;36.0;0.0;45.1574014754449;walk;0.0;72795;72795
5404;0;0;704922.0951558668;5366754.06503464;703946.8987212238;5365637.351571628;31729.0;512.0;0.0;2137.2184261408156;bicycle;1482.5845826167783;2391;13127
209799;2;8;721299.6049181952;5365516.729096538;721299.6049181952;5365516.729096538;32225.0;16.0;0.0;20.362684974926427;walk;0.0;55779;55779
146653;0;0;721148.1842920176;5341141.34258523;720806.8829896029;5341755.207952889;31502.0;739.0;0.0;924.5135442670271;walk;702.3654808149548;24549;71574
318684;0;1;697210.6844738235;5354367.058333478;696541.4263777756;5354443.694936866;32082.0;160.0;863.3851214352001;863.3851214352001;car;673.6316264135196;54869;64257
444228;0;0;677085.5295132486;5377641.923765741;677085.5295132486;5377641.923765741;32232.0;10.0;0.0;12.904831700591634;walk;0.0;7387;7387
4257;0;0;698495.2453334753;5379597.848666407;698495.2453334753;5379597.848666407;32225.0;17.0;0.0;22.166153982205614;walk;0.0;38514;38514
341504;5;13;718642.842263056;5342365.67710718;718794.9689283817;5342701.6978098415;31848.0;394.0;0.0;493.4885705644061;walk;368.85286351138916;52405;48450
336993;0;1;714909.5419830156;5355931.81253423;711248.3467333257;5378659.967877811;29282.0;2961.0;36804.50221292103;36804.50221292103;car;23021.151056763014;13078;63844
441742;0;0;687169.4311369818;5378251.508597003;687169.4311369818;5378251.508597003;32181.0;62.0;0.0;78.32773284660594;walk;0.0;37792;37792
438430;0;0;674814.607222195;5370358.453850446;674814.607222195;5370358.453850446;32108.0;135.0;0.0;168.88164574130144;walk;0.0;42470;42470
319283;0;0;697268.6557609631;5354393.533198845;697268.6557609631;5354393.533198845;32228.0;15.0;0.0;19.950089750694197;walk;0.0;28958;28958
216820;0;2;695082.3575379321;5352567.594499183;695082.3575379321;5352567.594499183;32118.0;125.0;0.0;156.9249949329707;walk;0.0;43677;43677
188313;0;1;703261.8984398679;5355419.352447083;705334.4551264117;5359092.301701436;31494.0;750.0;7131.078552613625;7131.078552613625;car;4217.350761317699;4473;51090
390146;0;2;686254.0129769659;5377482.662253844;686254.0129769659;5377482.662253844;32221.0;23.0;0.0;29.30484499415323;walk;0.0;51572;51572
336993;0;2;711248.3467333257;5378659.967877811;711248.3467333257;5378659.967877811;32243.0;1.0;0.0;2.4970204909172975;walk;0.0;63844;63844
326125;0;2;682019.8203012759;5385431.6640120745;682019.8203012759;5385431.6640120745;32216.0;28.0;0.0;35.55015847973794;walk;0.0;64442;64442
3190;0;0;713811.5578045304;5360508.10656921;713830.5449449136;5360264.542110139;32016.0;228.0;0.0;285.37167580771694;walk;244.3034122207915;79004;36050
153647;0;0;704199.0952112273;5365390.202934571;704199.0952112273;5365390.202934571;32172.0;72.0;0.0;90.41596738275334;walk;0.0;6120;6120
280886;0;2;691098.5645967976;5368187.25479316;691098.5645967976;5368187.25479316;32182.0;63.0;0.0;79.85840612319707;walk;0.0;54614;54614
216511;0;0;695207.2368179465;5353091.628611971;695207.2368179465;5353091.628611971;32171.0;74.0;0.0;92.9636962926205;walk;0.0;372;372
177942;0;0;706898.1392058883;5350397.793084874;707068.9436201641;5350671.3573741745;31906.0;339.0;0.0;424.3032722439444;walk;322.50824534684045;72544;47299
107613;0;0;715963.6133416133;5371315.330953889;716630.35732416;5371982.389005333;31235.0;1010.0;0.0;1261.4209124685715;walk;943.1404891421678;69340;14431
48940;0;0;705521.2077249298;5347119.645985277;706411.4545585806;5350899.811865995;30991.0;1255.0;0.0;5229.571080020457;bicycle;3883.579986374024;72248;43810
116345;0;0;715619.5135576744;5355400.947227081;715619.5135576744;5355400.947227081;32184.0;62.0;0.0;78.2055239391868;walk;0.0;62566;62566
106484;0;0;703288.237510104;5354835.387633151;703288.237510104;5354835.387633151;32190.0;56.0;0.0;70.35074929723416;walk;0.0;77556;77556
343135;3;10;714511.2229282358;5345640.409089424;708091.9751513081;5344667.073472397;31204.0;1043.0;10098.516557120682;10098.516557120682;car;6492.620753206112;20602;4395
53084;0;1;699861.8971519234;5381269.615605502;702170.364579444;5381357.55723449;31699.0;548.0;0.0;3490.3847325910224;car_passenger;2310.1418991120254;18715;24523
245765;2;6;714540.8549256399;5341782.498232922;714540.8549256399;5341782.498232922;32231.0;16.0;0.0;20.233548304456765;walk;0.0;40512;40512
239951;0;2;702958.0254366368;5354332.104949676;702958.0254366368;5354332.104949676;32239.0;8.0;0.0;11.116062658638452;walk;0.0;17331;17331
155850;1;3;703572.7398233346;5376045.031742757;703572.7398233346;5376045.031742757;32144.0;104.0;0.0;130.44258409454363;walk;0.0;35848;35848
295759;0;1;722652.3458241788;5352403.426423276;702397.1811250489;5364009.637631878;28661.0;3588.0;35223.350741156675;35223.350741156675;car;23344.71750969725;38988;44242
379530;0;0;704304.042415666;5365125.244212276;704304.042415666;5365125.244212276;32233.0;17.0;0.0;22.254911897949558;walk;0.0;33298;33298
190611;0;0;720264.2575186654;5371912.597524302;720264.2575186654;5371912.597524302;32116.0;134.0;0.0;168.61240446112978;walk;0.0;25675;25675
47936;0;0;714512.9586133456;5354048.3565235725;715168.7332488811;5353578.460982561;31374.0;877.0;0.0;1097.126537206785;walk;806.7479111060552;9561;68287
287860;0;0;675383.0059856231;5385804.98481062;675383.0059856231;5385804.98481062;32115.0;137.0;0.0;171.45969388228278;walk;0.0;41985;41985
121052;0;0;713025.432135005;5358201.025445407;713025.432135005;5358201.025445407;32217.0;35.0;0.0;44.65092970949835;walk;0.0;75158;75158
425006;0;1;689685.9199287742;5358381.198549322;690282.4318611084;5361077.653730394;31747.0;506.0;3367.5359802286794;3367.5359802286794;car;2761.6475207653825;76746;56359
423438;0;2;703101.6256981982;5363874.47238067;703101.6256981982;5363874.47238067;32220.0;33.0;0.0;42.20292378466366;walk;0.0;56253;56253
191260;0;1;716434.1846129703;5371253.782876428;719250.2260222703;5372914.370525593;31309.0;945.0;4457.130628319789;4457.130628319789;car;3269.195705284469;37024;10976
354270;1;4;711108.2747120057;5376912.728946479;717094.712945627;5372730.995129949;31365.0;889.0;9403.871147440212;9403.871147440212;car;7302.351705941747;43368;34049
334294;0;2;715773.1454773672;5350205.673268915;715773.1454773672;5350205.673268915;32200.0;54.0;0.0;67.80130627275214;walk;0.0;52623;52623
365311;0;1;694101.0339584776;5375794.942536049;694219.247222947;5381761.638165042;31609.0;646.0;8361.827380602152;8361.827380602152;car;5967.866545503781;44302;36576
52170;0;0;728037.5472613001;5365772.809247099;728233.8655256385;5365774.114693026;31967.0;288.0;0.0;360.39673271836773;walk;196.32260466353117;47164;33048
367796;1;3;697298.8453144861;5394598.024889974;697298.8453144861;5394598.024889974;32219.0;36.0;0.0;46.032788428180126;walk;0.0;79536;79536
223777;0;2;704380.9480877637;5363745.583678121;704380.9480877637;5363745.583678121;32210.0;45.0;0.0;56.85208361362544;walk;0.0;60938;60938
140659;0;1;696755.8613685927;5389805.046206329;697286.4009247643;5386650.103990555;31637.0;619.0;4075.6505326147408;4075.6505326147408;car;3199.23937921767;48471;74746
130646;0;1;706726.3350866009;5365841.02145941;704499.1559159991;5359476.52474402;31137.0;1119.0;12588.670670385398;12588.670670385398;car;6742.933004129141;61386;52976
440794;1;3;683693.7922493163;5379057.7785705365;683693.7922493163;5379057.7785705365;32173.0;83.0;0.0;104.03184942726561;walk;0.0;5894;5894
252085;0;0;703040.5326484372;5354969.398299208;705326.7122326936;5359601.417722022;30593.0;1663.0;0.0;6930.549878201729;bicycle;5165.483619642899;75471;40581
398493;0;0;732899.7520564392;5359247.628067057;732460.9897646968;5359570.420865351;31669.0;588.0;0.0;735.1861386085153;walk;544.7086737751955;41275;12700
274735;0;1;719678.2572468698;5367843.114363316;735829.7482471527;5359392.288468625;30188.0;2070.0;24008.368833378434;24008.368833378434;car;18228.74432961847;43386;18226
173610;0;2;740033.0726126567;5356446.247603929;740033.0726126567;5356446.247603929;32037.0;221.0;0.0;276.30595541628475;walk;0.0;35559;35559
84787;0;2;690468.2704014684;5367111.50423456;690468.2704014684;5367111.50423456;32178.0;81.0;0.0;102.4303689848328;walk;0.0;16748;16748
366691;2;2;693590.6848189804;5387234.524736816;693590.6848189804;5387234.524736816;32222.0;37.0;0.0;46.62679108075926;walk;0.0;8393;8393
24029;0;0;673696.6771865877;5377924.406660904;674689.2535196617;5373778.830205591;30945.0;1314.0;0.0;5475.091425361602;bicycle;4262.7469927058;22907;11362
130486;0;1;712422.0293627986;5367433.146536212;702328.9009251796;5364452.810739698;30839.0;1421.0;13313.12520560853;13313.12520560853;car;10523.955678273183;45816;60
338393;0;2;721173.286388879;5341222.105912307;721173.286388879;5341222.105912307;32233.0;27.0;0.0;34.79519520253034;walk;0.0;57132;57132
329008;0;2;690528.1912419451;5376141.281482451;690528.1912419451;5376141.281482451;32192.0;68.0;0.0;85.23815718169605;walk;0.0;52871;52871
232854;0;1;684014.7734387707;5377917.116472442;685275.1441644141;5378169.429688156;31969.0;292.0;1388.2068693579336;1388.2068693579336;car;1285.3778918601972;33141;22176
53628;2;8;697282.7741866352;5354860.970786871;697282.7741866352;5354860.970786871;32232.0;29.0;0.0;37.04043629966168;walk;0.0;12590;12590
388565;0;2;685275.3207541753;5398322.184723091;685275.3207541753;5398322.184723091;32238.0;23.0;0.0;29.808835159480356;walk;0.0;58113;58113
117124;0;1;717642.4100041549;5355676.585810345;716531.5897981205;5355551.914862782;31218.0;1043.0;0.0;9156.20317188618;car_passenger;1117.7944244360947;66398;12906
174405;1;1;715981.0074873285;5351248.860620644;715981.0074873285;5351248.860620644;32116.0;146.0;0.0;183.1780180708386;walk;0.0;14580;14580
48975;0;0;708462.4942990331;5345094.455803686;708462.4942990331;5345094.455803686;32096.0;167.0;0.0;209.23230770236097;walk;0.0;2218;2218
354270;1;5;717094.712945627;5372730.995129949;717094.712945627;5372730.995129949;32254.0;9.0;0.0;12.438818137598897;walk;0.0;34049;34049
188313;0;2;705334.4551264117;5359092.301701436;705334.4551264117;5359092.301701436;32244.0;19.0;0.0;24.004502493353453;walk;0.0;51090;51090
323416;0;0;673281.3530293591;5373733.199505046;674490.3676727328;5373601.913743982;30986.0;1278.0;0.0;1597.545545876928;walk;1216.1218520156958;3327;55428
288542;0;0;683784.2468266857;5399573.198430298;683908.2436109742;5398978.784916839;31679.0;585.0;0.0;731.8263439945194;walk;607.2088829199233;74728;25180
219180;0;2;695919.4342749219;5358310.286720015;695919.4342749219;5358310.286720015;32229.0;35.0;0.0;44.088623016678866;walk;0.0;63756;63756
212955;1;3;714362.3984234298;5359931.19872069;714362.3984234298;5359931.19872069;32227.0;37.0;0.0;46.972897771827746;walk;0.0;26934;26934
316682;0;0;716447.4035105635;5372640.946519995;716582.0692047302;5372982.316772944;31868.0;397.0;0.0;497.00237387361756;walk;366.9720681250591;8003;56222
162516;0;0;719128.7516110564;5354217.31449729;719128.7516110564;5354217.31449729;32263.0;2.0;0.0;2.626228058161731;walk;0.0;79730;79730
343135;3;11;708091.9751513081;5344667.073472397;708091.9751513081;5344667.073472397;32247.0;19.0;0.0;24.308725319523493;walk;0.0;4395;4395
277807;0;2;702033.2199927534;5364368.198196854;702033.2199927534;5364368.198196854;32234.0;32.0;0.0;40.88685166047651;walk;0.0;80398;80398
172344;1;1;684871.5417502071;5398199.507671697;684871.5417502071;5398199.507671697;32266.0;0.0;0.0;0.0;walk;0.0;58111;58111
390146;1;3;686254.0129769659;5377482.662253844;686254.0129769659;5377482.662253844;32244.0;23.0;0.0;29.30484499415323;walk;0.0;51572;51572
274735;0;2;735829.7482471527;5359392.288468625;735829.7482471527;5359392.288468625;32258.0;9.0;0.0;12.291978567921609;walk;0.0;18226;18226
323083;0;1;682276.4256473528;5393552.12748264;682361.7054467907;5394038.873955205;32052.0;216.0;675.2769410240621;675.2769410240621;car;494.16067503098134;69746;69447
403184;0;2;710286.2117143241;5368399.620807448;710286.2117143241;5368399.620807448;32200.0;68.0;0.0;86.06543307208618;walk;0.0;29575;29575
31432;0;0;731494.1284401573;5345273.070083948;732683.1465373323;5345246.772908251;31073.0;1195.0;0.0;1494.6678357556984;walk;1189.3088652067738;51529;52216
309356;1;1;695219.589488714;5353444.98219794;694058.801353035;5352717.967765031;31811.0;457.0;0.0;1907.7289446776022;bicycle;1369.6638571529195;42076;43626
264825;0;2;684072.2894227095;5379326.886604779;684072.2894227095;5379326.886604779;32237.0;32.0;0.0;40.743896965317774;walk;0.0;4675;4675
117124;0;2;716531.5897981205;5355551.914862782;716531.5897981205;5355551.914862782;32261.0;8.0;0.0;10.111144323215111;walk;0.0;12906;12906
390461;0;1;684029.026459842;5377044.251399171;690361.2689187217;5376108.037832422;31084.0;1186.0;9956.739629543923;9956.739629543923;car;6401.07728437978;13091;52869
267535;0;0;715781.981315244;5354102.0951923095;715781.981315244;5354102.0951923095;32251.0;19.0;0.0;24.17501800365617;walk;0.0;39832;39832
21387;0;0;707013.7745163535;5365484.743966602;707013.7745163535;5365484.743966602;32179.0;91.0;0.0;113.87535276462725;walk;0.0;58631;58631
188136;0;2;703444.083002849;5353720.306119084;703444.083002849;5353720.306119084;32215.0;56.0;0.0;70.94696029069968;walk;0.0;28521;28521
158805;1;3;704899.7465822264;5371471.21803722;704899.7465822264;5371471.21803722;32188.0;83.0;0.0;104.6758915832516;walk;0.0;44944;44944
106794;3;5;694082.7544286791;5368068.684091911;694082.7544286791;5368068.684091911;32232.0;39.0;0.0;49.874029077497525;walk;0.0;29106;29106
97929;0;1;714831.8293929074;5353435.24110282;701752.6922903429;5365328.674510816;29919.0;2353.0;27964.193142257976;27964.193142257976;car;17678.166917927683;73027;31307
63727;0;0;683622.6293494569;5378775.347819833;683622.6293494569;5378775.347819833;32179.0;93.0;0.0;117.11594055469692;walk;0.0;50430;50430
169001;0;2;700575.175985996;5363738.111236877;700575.175985996;5363738.111236877;32197.0;75.0;0.0;94.83231857327301;walk;0.0;72340;72340
230926;0;1;680823.2465927842;5398527.348994944;682055.1140333004;5399249.828454334;31859.0;414.0;1791.2598042057602;1791.2598042057602;car;1428.1015230874086;42410;69881
226732;0;0;695970.0128332272;5360233.496642064;695970.0128332272;5360233.496642064;32201.0;72.0;0.0;90.96467154040457;walk;0.0;77833;77833
159905;0;2;719250.2260222703;5372914.370525593;719250.2260222703;5372914.370525593;32117.0;156.0;0.0;195.67701591096508;walk;0.0;10976;10976
245210;0;1;710969.6053805964;5353904.410816867;701299.194149443;5364603.258463265;30141.0;2133.0;28951.988127562185;28951.988127562185;car;14421.587788467126;21909;5577
379111;0;1;687484.597673784;5358882.233209064;687643.4415197003;5361694.012802331;31843.0;431.0;0.0;6357.212913541;car_passenger;2816.2627449326665;18518;20004
336591;0;0;715789.5213009412;5355762.7898388505;715789.5213009412;5355762.7898388505;32139.0;136.0;0.0;170.28508187661689;walk;0.0;64060;64060
224582;2;2;717250.3239703383;5372602.766979052;717178.2562824888;5372354.650048053;32047.0;228.0;0.0;285.3971644722238;walk;258.3713666029364;28109;26956
198575;0;2;684713.2249264626;5376945.238651378;684713.2249264626;5376945.238651378;32072.0;203.0;0.0;254.1828288029612;walk;0.0;14396;14396
379111;0;2;687643.4415197003;5361694.012802331;687643.4415197003;5361694.012802331;32274.0;3.0;0.0;4.778552482145813;walk;0.0;20004;20004
195306;0;2;704484.8528984037;5358817.692995546;704484.8528984037;5358817.692995546;32097.0;180.0;0.0;225.77385792699965;walk;0.0;80962;80962
140659;0;2;697286.4009247643;5386650.103990555;697286.4009247643;5386650.103990555;32256.0;21.0;0.0;26.38328436668869;walk;0.0;74746;74746
170407;0;1;691961.1537359636;5388319.839763152;694060.7580326635;5386120.204310482;31499.0;780.0;4253.424341517209;4253.424341517209;car;3040.844344481231;3515;30838
26130;0;0;681911.2183323071;5375017.293155286;681911.2183323071;5375017.293155286;32246.0;33.0;0.0;42.28088610853997;walk;0.0;73210;73210
233661;0;0;684880.2601313811;5371437.652815526;684880.2601313811;5371437.652815526;32217.0;62.0;0.0;78.23177267027243;walk;0.0;22326;22326
119694;0;2;702397.1811250489;5364009.637631878;702397.1811250489;5364009.637631878;32069.0;210.0;0.0;263.14083511278045;walk;0.0;44242;44242
286695;0;1;698735.039842099;5373063.369564535;702556.378142015;5364528.60764234;27607.0;4673.0;11956.1169239053;11956.1169239053;pt;9351.191767414683;79036;56070
18802;0;1;694321.5125882578;5352815.012252118;693636.5899250128;5352741.814030349;31208.0;1072.0;2297.4809969724993;2297.4809969724993;pt;688.8229339219155;56352;7444
290985;0;1;681997.615961445;5367818.029372776;685403.8467627425;5370857.151601391;29826.0;2454.0;5492.542550223455;5492.542550223455;pt;4564.9394510956345;39777;75993
55850;1;4;703212.8920687868;5361575.28577103;703161.9148704928;5365558.536798533;31364.0;917.0;5326.562046825044;5326.562046825044;car;3983.5772143702725;12181;46872
379403;0;0;700096.9601407133;5368270.784095582;700096.9601407133;5368270.784095582;32054.0;227.0;0.0;283.921860318959;walk;0.0;59406;59406
347166;0;1;690388.2869548502;5361263.209147487;692154.081409863;5356827.005103188;31372.0;910.0;9963.257868857401;9963.257868857401;car;4774.718460811112;18917;12829
266198;1;2;734259.9782497007;5351043.644939996;734100.0160615707;5351142.399335442;32203.0;79.0;0.0;457.56461335498375;car_passenger;187.99024509587846;6895;46598
296757;2;4;735027.0439074484;5350460.460382564;735027.0439074484;5350460.460382564;32141.0;142.0;0.0;177.78159076422634;walk;0.0;81607;81607
201377;1;1;692701.1656900772;5404791.114157629;692478.1537051944;5405235.104788498;31855.0;428.0;0.0;535.274238440522;walk;496.8521165303566;42716;21232
175968;3;4;714418.9005286451;5354497.673379303;715558.0954563364;5354258.418936651;32046.0;238.0;0.0;1838.4360761714931;car_passenger;1164.0480108681397;1669;4056
322299;0;0;697954.9665445666;5375923.038547;697954.9665445666;5375923.038547;32235.0;51.0;0.0;63.83256874149644;walk;0.0;65031;65031
