person_id;person_trip_id;leg_index;origin_x;origin_y;destination_x;destination_y;departure_time;travel_time;vehicle_distance;routed_distance;mode;euclidean_distance;origin_link_id;destination_link_id
111400;0;0;694570.6980444351;5404074.822793083;694570.6980444351;5404074.822793083;15973.0;41.0;0.0;52.13338688451311;walk;0.0;59918;59918
142761;0;0;724936.4998670078;5354664.7878962485;724936.4998670078;5354664.7878962485;15959.0;63.0;0.0;79.72823012647957;walk;0.0;44146;44146
181239;0;1;724732.6457621034;5366491.607217567;704760.3327027047;5370412.454983464;14682.0;1347.0;0.0;37325.06573329471;car_passenger;20353.533750824925;34664;9350
260450;0;1;680924.1004275833;5378451.621704528;684910.4824140095;5377684.449843468;15421.0;665.0;6073.261871136016;6073.261871136016;car;4059.5312544806725;35488;45239
149505;0;1;713114.0909822616;5366245.431198466;705097.0083248089;5361507.17479243;15291.0;798.0;11602.707198158727;11602.707198158727;car;9312.60909228787;53295;50075
181239;0;2;704760.3327027047;5370412.454983464;704760.3327027047;5370412.454983464;16029.0;65.0;0.0;81.63901086623534;walk;0.0;9350;9350
124743;0;0;690916.8434210558;5357780.577004375;690916.8434210558;5357780.577004375;16039.0;58.0;0.0;72.7688232260465;walk;0.0;21315;21315
149754;0;1;711064.7992374386;5354102.333137827;703021.6757037453;5356479.342296101;15443.0;658.0;0.0;10774.494997436623;car_passenger;8387.014290960136;79924;11060
178247;0;0;735301.3140039628;5346936.352691795;735301.3140039628;5346936.352691795;16003.0;118.0;0.0;147.995806393486;walk;0.0;34725;34725
277499;0;2;701299.194149443;5364603.258463265;701299.194149443;5364603.258463265;15956.0;177.0;0.0;222.28045983257036;walk;0.0;5577;5577
295551;0;0;722325.1505234792;5352817.614808407;722325.1505234792;5352817.614808407;16137.0;23.0;0.0;29.078714029869108;walk;0.0;38982;38982
235399;0;0;691445.9346776393;5402300.176518897;691445.9346776393;5402300.176518897;16152.0;27.0;0.0;34.05921729592332;walk;0.0;21245;21245
149505;0;2;705097.0083248089;5361507.17479243;705097.0083248089;5361507.17479243;16089.0;99.0;0.0;124.9971560601782;walk;0.0;50075;50075
198098;0;0;677862.3108169213;5379900.729933675;677862.3108169213;5379900.729933675;15857.0;332.0;0.0;415.11377710205113;walk;0.0;74387;74387
254585;0;0;704481.1133259364;5380001.58483731;704481.1133259364;5380001.58483731;15999.0;197.0;0.0;246.93878626990505;walk;0.0;80318;80318
218404;0;0;702752.3450130022;5364136.067694619;702941.6932236283;5364668.164825896;15644.0;569.0;0.0;711.5483583643215;walk;564.783234506846;70687;51287
260450;0;2;684910.4824140095;5377684.449843468;684910.4824140095;5377684.449843468;16086.0;143.0;0.0;179.31294471328835;walk;0.0;45239;45239
165830;0;0;683809.6795113783;5399347.717821332;683809.6795113783;5399347.717821332;16217.0;39.0;0.0;49.67944740220105;walk;0.0;74754;74754
258341;0;0;681685.0067185587;5395073.049707222;681419.7775543304;5394528.085084141;15617.0;643.0;0.0;804.2748451762785;walk;606.0799864428715;64627;42361
277909;0;0;703233.978514157;5364810.092697581;703233.978514157;5364810.092697581;16251.0;40.0;0.0;50.66980850050469;walk;0.0;53435;53435
256763;0;0;709932.5960854257;5381429.59796085;709932.5960854257;5381429.59796085;16282.0;24.0;0.0;30.162205635130224;walk;0.0;78582;78582
302265;0;0;707742.2450018321;5349467.167944593;707742.2450018321;5349467.167944593;16311.0;30.0;0.0;38.020685278987656;walk;0.0;54722;54722
103279;0;0;702830.7588809582;5385612.6826516185;702830.7588809582;5385612.6826516185;16247.0;95.0;0.0;119.48759198451312;walk;0.0;61694;61694
192296;0;0;699753.5695505973;5355793.312747867;699753.5695505973;5355793.312747867;16296.0;55.0;0.0;68.97193645415194;walk;0.0;40561;40561
121962;0;0;731600.215202366;5363598.159131362;731600.215202366;5363598.159131362;16357.0;33.0;0.0;42.4536831642769;walk;0.0;24771;24771
149754;0;2;703021.6757037453;5356479.342296101;703021.6757037453;5356479.342296101;16101.0;297.0;0.0;371.8550791538373;walk;0.0;11060;11060
289562;0;0;683777.5230393069;5377213.071963811;683777.5230393069;5377213.071963811;16383.0;17.0;0.0;21.40734339746017;walk;0.0;41038;41038
133171;0;0;699097.6541480462;5355482.338357561;699097.6541480462;5355482.338357561;16360.0;47.0;0.0;59.19446299085454;walk;0.0;24589;24589
277410;0;1;705349.1411474318;5362695.956194256;702033.2199927534;5364368.198196854;15546.0;873.0;6366.548266625767;6366.548266625767;car;3713.7213707138917;5946;80398
159481;0;1;716883.0836896985;5372972.507653417;709392.5040621208;5367197.104476189;15322.0;1097.0;11861.415432474512;11861.415432474512;car;9458.544550649167;80529;21182
157308;0;1;703089.1643375792;5354310.632401929;705147.4654210478;5358998.604048118;15547.0;883.0;8438.464961732274;8438.464961732274;car;5119.929834058055;52366;44531
159481;0;2;709392.5040621208;5367197.104476189;709392.5040621208;5367197.104476189;16419.0;15.0;0.0;18.75358972556283;walk;0.0;21182;21182
223202;0;0;707013.7745163535;5365484.743966602;707013.7745163535;5365484.743966602;16280.0;159.0;0.0;199.20532382701018;walk;0.0;58631;58631
257116;0;0;711420.7662829742;5374176.319438866;711420.7662829742;5374176.319438866;16332.0;111.0;0.0;139.4875220561756;walk;0.0;43119;43119
96578;0;0;692735.9703735434;5396343.936531118;692735.9703735434;5396343.936531118;16415.0;31.0;0.0;39.506828990876194;walk;0.0;68146;68146
277410;0;2;702033.2199927534;5364368.198196854;702033.2199927534;5364368.198196854;16419.0;32.0;0.0;40.88685166047651;walk;0.0;80398;80398
239284;0;0;734863.5426268103;5351378.5748429075;734863.5426268103;5351378.5748429075;16450.0;9.0;0.0;11.450339327204395;walk;0.0;54111;54111
265611;0;0;721516.9090376094;5354078.707373501;721516.9090376094;5354078.707373501;16396.0;76.0;0.0;95.48540333794735;walk;0.0;80726;80726
226887;0;0;691834.5774884659;5366692.6802498335;691834.5774884659;5366692.6802498335;16398.0;121.0;0.0;151.4242752381785;walk;0.0;36874;36874
157308;0;2;705147.4654210478;5358998.604048118;705147.4654210478;5358998.604048118;16430.0;101.0;0.0;127.35961029274982;walk;0.0;44531;44531
224936;0;0;707773.0446153537;5379586.785009725;706926.5057302705;5380127.7714353725;16245.0;301.0;0.0;1256.9865957925103;bicycle;1004.6364500120035;33209;66236
91776;0;1;694944.2796018091;5352855.969960364;691991.5864529889;5354590.6200449625;15871.0;699.0;4974.097152484413;4974.097152484413;car;3424.5302958345637;60704;49839
132388;0;1;697435.2826425079;5354127.697040688;701299.194149443;5364603.258463265;15143.0;1433.0;14471.067282899856;14471.067282899856;car;11165.446666014352;44896;5577
