person_id;activity_index;purpose;start_time;end_time;x;y;facility_id;link_id
330203;0;leisure;-Infinity;0.0;729390.348161;5359714.042661;sec_2400;64664
283997;0;work;-Infinity;0.0;697260.318646;5354822.304218;work_6982;12590
194983;0;home;-Infinity;0.0;709830.031529;5372482.631985;home_194983;6762
115638;0;work;-Infinity;0.0;717835.175646;5370237.846043;work_3777;6091
330203;1;leisure;0.0;Infinity;729390.348161;5359714.042661;sec_2400;64664
283997;1;home;469.0;34200.0;697264.862303;5355633.857284;home_283997;38682
173052;0;home;-Infinity;9096.0;734496.672887;5352780.63769;home_173052;62980
208990;0;home;-Infinity;10566.0;708182.367158;5344338.257771;home_208990;2268
227916;0;home;-Infinity;10829.0;711716.219051;5373646.829014;home_227916;73239
209671;0;home;-Infinity;11309.0;721337.811423;5362093.428974;home_209671;56970
174524;0;home;-Infinity;11933.0;715967.514834;5354619.3463;home_174524;47429
174524;1;work;12739.0;44333.0;714603.930931;5351486.036283;work_1144;19382
304088;0;home;-Infinity;12772.0;718756.950921;5342546.913751;home_304088;79171
114036;0;work;-Infinity;12947.0;682929.462274;5391849.27795;work_9424;52090
244436;0;home;-Infinity;13036.0;724249.269141;5344820.560512;home_244436;40069
180251;0;work;-Infinity;13218.0;704553.451829;5356239.61679;work_5540;28047
180251;1;work;13218.0;45618.0;704553.451829;5356239.61679;work_5540;28047
145009;0;work;-Infinity;13264.0;714890.444312;5350687.426706;work_653;6116
145009;1;work;13264.0;45664.0;714890.444312;5350687.426706;work_653;6116
265599;0;home;-Infinity;13270.0;722115.413481;5354699.514172;home_265599;2497
260445;0;home;-Infinity;13363.0;683829.066281;5377992.828324;home_260445;18653
127552;0;home;-Infinity;13469.0;702341.316146;5364544.134522;home_127552;34340
78518;0;home;-Infinity;13508.0;688725.97433;5386980.609305;home_78518;23042
157364;0;work;-Infinity;13578.0;705168.063063;5358902.548902;work_5487;44531
209671;1;work;13630.0;43709.0;701461.885184;5364679.185414;work_5212;5577
130145;0;home;-Infinity;13662.0;693122.75636;5364737.197574;home_130145;62624
70379;0;home;-Infinity;13667.0;722949.136401;5344780.021418;home_70379;79247
159391;0;work;-Infinity;13673.0;701461.885184;5364679.185414;work_5212;5577
130145;1;work;13708.0;42462.0;693094.493517;5364772.012802;work_5735;62624
144161;0;home;-Infinity;13761.0;716608.546411;5359134.148983;home_144161;53770
270125;0;home;-Infinity;13817.0;728628.569937;5340063.180265;home_270125;60257
78518;1;work;13839.0;42308.0;688833.904352;5387280.44383;work_8534;81170
155254;0;home;-Infinity;13858.0;703464.752704;5367537.969714;home_155254;2397
231961;0;home;-Infinity;13940.0;684457.732225;5378301.309104;home_231961;72819
169596;0;home;-Infinity;13950.0;692449.582064;5404944.426438;home_169596;62115
85529;0;leisure;-Infinity;13959.0;716936.975292;5372185.923813;sec_2670;1521
260445;1;work;13979.0;58363.0;684517.253507;5376943.613806;work_8282;14396
234451;0;home;-Infinity;13982.0;682176.957273;5376388.007798;home_234451;81073
184991;0;work;-Infinity;13988.0;699208.222252;5364839.633986;work_4830;55564
184991;1;work;13988.0;46388.0;699208.222252;5364839.633986;work_4830;55564
248574;0;work;-Infinity;14000.0;690853.961357;5357016.211911;work_4443;9722
280933;0;work;-Infinity;14123.0;687038.297779;5366681.08761;work_5681;71537
204304;0;home;-Infinity;14156.0;681736.678628;5392605.3966;home_204304;49144
173191;0;work;-Infinity;14156.0;701461.885184;5364679.185414;work_5212;5577
262816;0;work;-Infinity;14178.0;692259.859293;5405148.974871;work_8696;40966
185041;0;home;-Infinity;14230.0;705185.299924;5366815.220438;home_185041;2387
68463;0;home;-Infinity;14232.0;717011.523456;5357015.376796;home_68463;12686
272525;0;home;-Infinity;14240.0;722054.454902;5348358.590404;home_272525;68452
174532;0;home;-Infinity;14289.0;716350.365469;5354670.017517;home_174532;20250
119696;0;home;-Infinity;14308.0;732545.867369;5344977.28296;home_119696;31234
166471;0;home;-Infinity;14361.0;682217.41172;5382738.549564;home_166471;27484
142828;0;home;-Infinity;14452.0;722697.915618;5357689.871782;home_142828;30954
298814;0;home;-Infinity;14454.0;716098.32056;5351516.276929;home_298814;41040
289361;0;home;-Infinity;14490.0;682919.48873;5379128.736845;home_289361;36273
231961;1;work;14515.0;Infinity;684900.294187;5381392.684003;work_8170;5428
297865;0;home;-Infinity;14528.0;716290.328478;5351069.907505;home_297865;58676
283353;0;home;-Infinity;14552.0;707385.091038;5381977.776696;home_283353;63936
68463;1;work;14569.0;43032.0;716725.323296;5357167.829236;work_936;1181
262816;1;home;14577.0;26478.0;692623.884681;5405025.99022;home_262816;66553
324466;0;home;-Infinity;14580.0;681773.752037;5398162.547824;home_324466;40524
186376;0;home;-Infinity;14598.0;698985.324312;5364119.724992;home_186376;64088
280933;1;home;14630.0;20123.0;688603.619845;5363833.071484;home_280933;18812
114036;1;home;14635.0;37907.0;692549.297935;5395028.00156;home_114036;41455
181239;0;home;-Infinity;14643.0;724774.678194;5366560.731649;home_181239;34664
305772;0;home;-Infinity;14711.0;711212.192342;5347649.781425;home_305772;75086
111360;0;home;-Infinity;14735.0;685283.880838;5400383.846801;home_111360;60926
185976;0;home;-Infinity;14764.0;704109.622132;5363800.174099;home_185976;17280
248574;1;home;14770.0;70700.0;688161.994008;5361911.832419;home_248574;72030
200311;0;home;-Infinity;14803.0;688658.52578;5387831.326935;home_200311;46210
186818;0;home;-Infinity;14849.0;704196.317081;5364269.310962;home_186818;53429
157364;1;home;14874.0;28758.0;703679.439726;5354406.684175;home_157364;25859
103471;0;home;-Infinity;14889.0;693186.749691;5360175.319212;home_103471;71566
94402;0;home;-Infinity;14892.0;697588.473479;5356997.442317;home_94402;54716
127655;0;leisure;-Infinity;14944.0;703372.109133;5365132.297207;sec_2537;54841
315801;0;home;-Infinity;14947.0;710188.316923;5368593.763016;home_315801;69999
85529;1;home;14952.0;35559.0;716187.580672;5371593.375936;home_85529;6061
166926;0;leisure;-Infinity;14953.0;686815.406732;5378436.18117;sec_2916;31161
157401;0;home;-Infinity;14963.0;702749.402565;5352471.531418;home_157401;47235
155254;1;work;14965.0;57658.0;702435.609799;5362862.593293;work_4977;26155
251657;0;work;-Infinity;15012.0;704553.451829;5356239.61679;work_5540;28047
132388;0;home;-Infinity;15103.0;697392.117841;5354132.410716;home_132388;44896
166926;1;work;15104.0;43753.0;686673.26464;5378469.420016;work_8308;64370
144957;0;home;-Infinity;15123.0;715376.867318;5353031.267605;home_144957;77492
155073;0;home;-Infinity;15124.0;700817.143687;5358369.047499;home_155073;18096
215560;0;work;-Infinity;15132.0;704099.200508;5375982.208577;work_7470;56719
215560;1;work;15132.0;47532.0;704099.200508;5375982.208577;work_7470;56719
174532;1;work;15140.0;58089.0;714782.646562;5351155.457035;work_1386;32863
272802;0;home;-Infinity;15149.0;715308.657756;5347290.349228;home_272802;6003
218714;0;home;-Infinity;15173.0;704522.088765;5359539.167468;home_218714;40088
158426;0;home;-Infinity;15176.0;694781.729662;5362447.023777;home_158426;45334
324466;1;work;15184.0;44280.0;685342.68618;5398308.548405;work_7991;58113
127655;1;home;15204.0;36544.0;702617.500753;5364773.957208;home_127655;27276
149505;0;home;-Infinity;15227.0;713032.875217;5366294.231237;home_149505;53295
218677;0;home;-Infinity;15240.0;705014.709532;5366509.981471;home_218677;2385
271495;0;home;-Infinity;15277.0;736396.718216;5361559.417237;home_271495;4436
159481;0;home;-Infinity;15297.0;716883.784179;5373005.116976;home_159481;80529
259426;0;home;-Infinity;15337.0;682276.415;5396503.215;home_259426;45501
307446;0;work;-Infinity;15369.0;701461.885184;5364679.185414;work_5212;5577
260450;0;home;-Infinity;15375.0;680901.44913;5378393.28348;home_260450;35488
149754;0;home;-Infinity;15379.0;711039.928528;5354160.386889;home_149754;79924
149159;0;home;-Infinity;15391.0;722982.406508;5349113.757469;home_149159;64764
277410;0;home;-Infinity;15392.0;705218.917349;5362612.565069;home_277410;5946
298814;1;work;15402.0;46854.0;714218.428505;5355053.623398;work_975;72841
277499;0;home;-Infinity;15406.0;703528.718145;5364767.130558;home_277499;70813
171901;0;home;-Infinity;15415.0;688195.010256;5374224.403725;home_171901;5591
144161;1;work;15465.0;45561.0;701461.885184;5364679.185414;work_5212;5577
150953;0;home;-Infinity;15467.0;716407.779774;5363118.319215;home_150953;67009
157308;0;home;-Infinity;15508.0;703092.689896;5354349.574402;home_157308;52366
155073;1;work;15530.0;47224.0;702735.75766;5362737.68038;work_5048;993
117325;0;home;-Infinity;15531.0;714676.590533;5354636.138546;home_117325;52467
112459;0;home;-Infinity;15542.0;684670.551797;5371349.027297;home_112459;22342
251657;1;home;15552.0;71712.0;703077.234021;5355126.033716;home_251657;4467
169596;1;work;15553.0;41850.0;684615.480128;5397675.083647;work_7955;34332
175571;0;home;-Infinity;15557.0;714201.739481;5355666.569156;home_175571;60848
231882;0;home;-Infinity;15616.0;684421.795924;5377580.798507;home_231882;41024
258341;0;home;-Infinity;15617.0;681671.281167;5395091.274235;home_258341;64627
186376;1;work;15629.0;37998.0;703148.483727;5364940.13941;work_4737;56246
218404;0;home;-Infinity;15644.0;702779.967785;5364172.461414;home_218404;70687
142828;1;work;15659.0;Infinity;714477.688269;5355220.411882;work_733;64041
218714;1;work;15675.0;47273.0;704086.073544;5362992.791931;work_5062;492
159391;1;home;15699.0;28853.0;716571.044894;5371517.392191;home_159391;66499
286063;0;home;-Infinity;15703.0;717025.941783;5375735.536887;home_286063;75796
193242;0;home;-Infinity;15705.0;693514.74775;5358411.865882;home_193242;40216
143089;0;home;-Infinity;15717.0;738454.030811;5353844.780934;home_143089;21675
166846;0;work;-Infinity;15754.0;684860.494593;5381345.213767;work_8160;5428
166846;1;work;15754.0;48154.0;684860.494593;5381345.213767;work_8160;5428
91776;0;home;-Infinity;15784.0;694996.323098;5352789.556343;home_91776;60704
186818;1;work;15790.0;47249.0;700935.353012;5364151.837812;work_5067;14542
198098;0;home;-Infinity;15857.0;678254.657561;5380033.185343;home_198098;74387
192543;0;home;-Infinity;15874.0;699270.634725;5355265.312623;home_192543;10728
108256;0;home;-Infinity;15901.0;693989.456409;5356809.013379;home_108256;40848
121909;0;home;-Infinity;15920.0;713504.299535;5343848.342694;home_121909;6071
259426;1;work;15942.0;20737.0;682515.548006;5398428.361435;work_7934;39585
142761;0;home;-Infinity;15959.0;724857.17501;5354596.360601;home_142761;44146
111400;0;home;-Infinity;15973.0;694541.747069;5404046.201006;home_111400;59918
254585;0;home;-Infinity;15999.0;704472.424029;5380114.517701;home_254585;80318
157401;1;work;15999.0;47063.0;703076.455372;5356168.613518;work_5583;44114
178247;0;home;-Infinity;16003.0;735447.07914;5346975.704169;home_178247;34725
124743;0;home;-Infinity;16039.0;690890.098157;5357748.85926;home_124743;21315
181239;1;work;16094.0;48843.0;704821.729292;5370447.266632;work_7622;9350
277499;1;work;16133.0;45406.0;701461.885184;5364679.185414;work_5212;5577
295551;0;home;-Infinity;16137.0;722331.033678;5352839.928295;home_295551;38982
235399;0;home;-Infinity;16152.0;691457.8646;5402327.483353;home_235399;21245
149505;1;work;16188.0;Infinity;705140.803797;5361413.995655;work_4948;50075
218404;1;work;16213.0;51644.0;702962.760039;5364688.38139;work_5075;51287
165830;0;home;-Infinity;16217.0;683832.465722;5399379.146872;home_165830;74754
260450;1;work;16229.0;43275.0;685049.204155;5377702.514232;work_8413;45239
224936;0;home;-Infinity;16245.0;707731.180309;5379550.693428;home_224936;33209
103279;0;home;-Infinity;16247.0;702924.872781;5385548.209417;home_103279;61694
277909;0;home;-Infinity;16251.0;703227.85;5364849.155;home_277909;53435
258341;1;work;16260.0;40817.0;681375.236177;5394548.03065;work_7739;42361
223202;0;home;-Infinity;16280.0;706981.806343;5365401.097848;home_223202;58631
256763;0;home;-Infinity;16282.0;709920.782393;5381389.991329;home_256763;78582
192296;0;work;-Infinity;16296.0;699900.118367;5355864.889311;work_6867;40561
302265;0;home;-Infinity;16311.0;707712.205392;5349463.817998;home_302265;54722
257116;0;home;-Infinity;16332.0;711448.937327;5374142.581762;home_257116;43119
121962;0;home;-Infinity;16357.0;731637.351833;5363616.309656;home_121962;24771
133171;0;home;-Infinity;16360.0;699097.857264;5355532.042368;home_133171;24589
289562;0;home;-Infinity;16383.0;683801.500946;5377205.723806;home_289562;41038
265611;0;home;-Infinity;16396.0;721562.994272;5354051.288953;home_265611;80726
226887;0;home;-Infinity;16398.0;691767.189364;5366690.652596;home_226887;36874
149754;1;work;16398.0;43279.0;703304.118403;5356429.800619;work_5667;11060
96578;0;home;-Infinity;16415.0;692721.443358;5396317.085589;home_96578;68146
159481;1;work;16434.0;Infinity;709414.446472;5367211.332233;work_5924;21182
239284;0;home;-Infinity;16450.0;734903.664026;5351366.27258;home_239284;54111
277410;1;work;16451.0;55292.0;702059.757846;5364350.535571;work_5210;80398
89569;0;home;-Infinity;16503.0;733519.38617;5352317.648084;home_89569;27961
269785;0;home;-Infinity;16519.0;722506.311876;5341106.395219;home_269785;26771
157308;1;work;16531.0;46708.0;705168.063063;5358902.548902;work_5487;44531
224936;1;work;16546.0;53325.0;706956.700246;5380129.572456;work_6619;66236
153723;0;work;-Infinity;16556.0;703181.075954;5364363.077609;work_5070;71268
257229;0;home;-Infinity;16561.0;717868.505227;5376020.38137;home_257229;36831
280233;0;home;-Infinity;16564.0;703932.460581;5353362.169411;home_280233;43620
181881;0;work;-Infinity;16576.0;704648.747096;5363580.740859;work_4932;60934
129185;0;home;-Infinity;16600.0;703410.218033;5354895.339772;home_129185;67801
194682;0;home;-Infinity;16605.0;717025.666975;5375877.488518;home_194682;75778
182320;0;home;-Infinity;16607.0;702877.629513;5381777.669684;home_182320;63887
151677;0;home;-Infinity;16640.0;703213.443919;5380019.303536;home_151677;6404
249775;0;home;-Infinity;16645.0;701144.796284;5359566.679083;home_249775;10363
195707;0;home;-Infinity;16648.0;681589.651855;5393568.748847;home_195707;69439
91776;1;work;16654.0;46924.0;691834.702266;5354589.198936;work_4177;49839
188105;0;home;-Infinity;16685.0;703457.998936;5355575.236895;home_188105;2639
301288;0;home;-Infinity;16703.0;726029.100454;5343463.360292;home_301288;69818
182032;0;home;-Infinity;16746.0;720587.48024;5365265.266668;home_182032;23743
334077;0;home;-Infinity;16748.0;734267.558705;5350796.705747;home_334077;24269
227652;0;home;-Infinity;16750.0;714590.950172;5377307.166701;home_227652;11058
132388;1;work;16753.0;48703.0;701461.885184;5364679.185414;work_5212;5577
272321;0;home;-Infinity;16757.0;716454.187239;5344089.978898;home_272321;50739
212948;0;home;-Infinity;16773.0;713704.58609;5359800.046261;home_212948;64080
289562;1;work;16773.0;46383.0;684985.307001;5378006.749753;work_8195;65851
82719;0;home;-Infinity;16774.0;711194.068392;5348295.216492;home_82719;74500
272802;1;work;16796.0;47549.0;695126.28056;5353212.13678;work_4122;372
153723;1;home;16820.0;52556.0;702932.685507;5364415.786637;home_153723;67193
118470;0;home;-Infinity;16836.0;721507.487482;5341470.277398;home_118470;24944
193242;1;work;16840.0;22065.0;698435.738118;5354602.743705;work_6875;63063
168284;0;home;-Infinity;16847.0;684845.91993;5371149.587479;home_168284;52761
171518;0;home;-Infinity;16848.0;691904.707754;5395447.560058;home_171518;53207
277909;1;work;16872.0;44151.0;701461.885184;5364679.185414;work_5212;5577
172118;0;home;-Infinity;16895.0;681876.072286;5387509.336015;home_172118;75690
233513;0;home;-Infinity;16925.0;683251.551168;5368907.307298;home_233513;41722
163910;0;home;-Infinity;16937.0;706985.433676;5370555.166398;home_163910;42201
195745;0;home;-Infinity;16949.0;681777.59551;5394017.786087;home_195745;69405
269785;1;work;16951.0;23719.0;721122.610825;5341014.889315;work_2236;57866
243365;0;home;-Infinity;16958.0;710314.689024;5350867.544878;home_243365;50911
191634;0;home;-Infinity;16963.0;710789.254167;5377602.079584;home_191634;81801
235399;1;work;17007.0;52152.0;693637.811507;5402168.332385;work_9239;17025
108326;0;home;-Infinity;17011.0;697385.023166;5355932.747271;home_108326;12626
185041;1;work;17016.0;50230.0;703039.30215;5365211.402881;work_4757;50471
286063;1;work;17018.0;46603.0;716466.814886;5374600.466809;work_7315;58684
313506;0;home;-Infinity;17020.0;703122.429282;5363919.453979;home_313506;76841
94342;0;home;-Infinity;17021.0;698602.539544;5354647.771317;home_94342;1482
121043;0;home;-Infinity;17032.0;714512.962953;5360408.266772;home_121043;35283
102427;0;home;-Infinity;17040.0;702636.48081;5378679.057083;home_102427;21803
216798;0;home;-Infinity;17048.0;694803.936974;5352327.714225;home_216798;34141
327616;0;home;-Infinity;17052.0;680681.30826;5369123.15344;home_327616;3385
321384;0;home;-Infinity;17054.0;718257.698126;5376373.626353;home_321384;67750
254746;0;home;-Infinity;17061.0;706339.576442;5380224.306284;home_254746;16807
165830;1;work;17070.0;42797.0;685610.155009;5400560.478294;work_7962;60932
190720;0;home;-Infinity;17073.0;713772.967365;5370166.185222;home_190720;29929
179584;0;home;-Infinity;17080.0;721029.239923;5349268.954304;home_179584;47542
198098;1;work;17107.0;51857.0;684426.847005;5377816.122328;work_8229;24560
324292;0;home;-Infinity;17108.0;684161.981861;5399396.037803;home_324292;66694
304996;0;home;-Infinity;17120.0;714122.886505;5360629.086297;home_304996;26602
238288;0;home;-Infinity;17128.0;682834.028448;5392228.183333;home_238288;52092
245614;0;home;-Infinity;17134.0;711293.874517;5348431.979013;home_245614;51277
295859;0;home;-Infinity;17135.0;736847.175927;5349098.882223;home_295859;36773
151677;1;work;17148.0;53720.0;702134.003736;5382642.528755;work_3881;76857
185795;0;home;-Infinity;17207.0;704830.06777;5363477.878183;home_185795;75015
326216;0;home;-Infinity;17212.0;684964.198058;5379293.469665;home_326216;49079
112131;0;home;-Infinity;17214.0;683900.893051;5378295.94933;home_112131;50387
154422;0;home;-Infinity;17224.0;703261.517569;5364513.424543;home_154422;74972
321384;1;work;17230.0;47654.0;718209.680962;5376176.573266;work_7418;27868
254746;1;leisure;17233.0;19161.0;707127.129441;5379679.185534;sec_2682;42191
134999;0;home;-Infinity;17258.0;698637.041371;5373336.535493;home_134999;50013
170525;0;home;-Infinity;17263.0;693624.34593;5387157.473648;home_170525;39138
306733;0;home;-Infinity;17265.0;716521.66;5363177.81;home_306733;66020
316998;0;home;-Infinity;17278.0;713320.623424;5372344.664492;home_316998;43722
247480;0;home;-Infinity;17281.0;691326.57385;5354332.420288;home_247480;30179
190700;0;home;-Infinity;17310.0;714493.760029;5370341.394967;home_190700;20748
280233;1;work;17313.0;42364.0;703102.20817;5356782.062458;work_5532;11014
239284;1;work;17331.0;23650.0;734592.706875;5354690.308098;work_487;70152
265907;0;home;-Infinity;17350.0;738623.978427;5354127.296994;home_265907;19486
191690;0;home;-Infinity;17394.0;705323.399822;5376715.232491;home_191690;55475
202876;0;home;-Infinity;17398.0;689466.696611;5400789.189591;home_202876;4551
216951;0;home;-Infinity;17416.0;706655.879477;5382482.481631;home_216951;53555
203151;0;home;-Infinity;17419.0;691915.933021;5399629.137466;home_203151;39218
82719;1;work;17428.0;47374.0;706279.294945;5347310.94219;work_2187;3829
192296;1;home;17436.0;31476.0;695500.05839;5358038.246677;home_192296;34721
263567;0;home;-Infinity;17441.0;697247.84972;5385405.414775;home_263567;78861
174555;0;home;-Infinity;17444.0;716096.922552;5351019.197622;home_174555;45138
144682;0;home;-Infinity;17472.0;715304.546401;5354225.745187;home_144682;52511
254386;0;home;-Infinity;17476.0;716624.744499;5373818.221241;home_254386;7995
232202;0;home;-Infinity;17486.0;683561.989923;5376981.655047;home_232202;25192
176565;0;home;-Infinity;17486.0;708519.973542;5344605.545883;home_176565;39737
302265;1;work;17498.0;47751.0;697428.050037;5354659.763437;work_6822;14640
166262;0;home;-Infinity;17500.0;697691.028386;5404353.336618;home_166262;48020
149531;0;work;-Infinity;17506.0;713968.651318;5361512.194465;work_3121;61811
89569;1;work;17532.0;43563.0;734474.037873;5352055.551007;work_455;62644
145128;0;home;-Infinity;17569.0;714835.061295;5355796.117594;home_145128;3510
332405;0;home;-Infinity;17570.0;683865.890723;5372387.606979;home_332405;8919
146896;0;home;-Infinity;17577.0;718978.182606;5359429.20018;home_146896;22984
203245;0;home;-Infinity;17584.0;692291.061709;5395517.217315;home_203245;23899
205393;0;home;-Infinity;17587.0;734002.404028;5351394.661057;home_205393;31279
190521;0;home;-Infinity;17592.0;716534.40589;5371976.294526;home_190521;33179
170687;0;home;-Infinity;17600.0;690247.689244;5383829.625084;home_170687;9475
322189;0;home;-Infinity;17605.0;698685.871984;5376064.979835;home_322189;30776
257229;1;work;17610.0;45661.0;718782.855715;5375594.499423;work_7373;59355
143809;0;home;-Infinity;17627.0;733882.89623;5351443.876149;home_143809;31628
166910;0;home;-Infinity;17629.0;679381.785199;5382349.964723;home_166910;80300
262583;0;home;-Infinity;17637.0;691028.583407;5381129.633038;home_262583;705
181881;1;home;17639.0;40876.0;721495.324525;5365110.655439;home_181881;55847
190700;1;work;17644.0;49410.0;717307.208201;5372584.918197;work_6545;77034
85924;0;home;-Infinity;17647.0;693431.091463;5358468.220628;home_85924;33539
245228;0;home;-Infinity;17651.0;710905.67797;5356070.2491;home_245228;30545
266257;0;home;-Infinity;17665.0;733490.558797;5351037.40368;home_266257;45727
82054;0;home;-Infinity;17673.0;735103.969336;5349093.913126;home_82054;51238
324292;1;work;17687.0;52748.0;681779.188063;5398962.907498;work_7958;69153
305081;0;home;-Infinity;17706.0;714401.430556;5360905.724582;home_305081;35168
158644;0;home;-Infinity;17714.0;713529.13792;5368458.832803;home_158644;46359
265186;0;home;-Infinity;17732.0;681001.134913;5392693.238188;home_265186;77374
181111;0;work;-Infinity;17740.0;704361.039299;5363211.291922;work_4566;1130
332951;0;home;-Infinity;17753.0;685739.360338;5389313.675596;home_332951;352
246586;0;home;-Infinity;17761.0;721060.229858;5365855.077487;home_246586;6599
105128;0;home;-Infinity;17762.0;703688.404914;5364966.475501;home_105128;28451
240642;0;home;-Infinity;17766.0;715645.016958;5352557.869153;home_240642;57173
256392;0;home;-Infinity;17770.0;691758.584642;5367335.691922;home_256392;52635
256763;1;work;17780.0;54382.0;704821.729292;5370447.266632;work_7622;9350
238288;1;work;17803.0;46828.0;682459.998691;5391697.106064;work_9366;77103
260368;0;home;-Infinity;17804.0;685910.07959;5379784.350876;home_260368;4649
217294;0;home;-Infinity;17824.0;689504.191281;5358704.462635;home_217294;78714
96578;1;work;17835.0;50015.0;681975.381894;5399162.834223;work_7969;70201
149531;1;home;17836.0;41806.0;714267.544477;5360494.804276;home_149531;35315
301786;0;home;-Infinity;17838.0;723857.997373;5348508.744106;home_301786;36253
288589;0;home;-Infinity;17865.0;682088.609435;5398715.92928;home_288589;62243
172344;0;work;-Infinity;17866.0;684844.066421;5397909.040741;work_7951;58111
172344;1;work;17866.0;32266.0;684844.066421;5397909.040741;work_7951;58111
239467;0;home;-Infinity;17888.0;734992.361431;5352294.453763;home_239467;75758
173191;1;home;17892.0;29336.0;731829.912665;5351618.881372;home_173191;16053
322366;0;work;-Infinity;17896.0;701461.885184;5364679.185414;work_5212;5577
196369;0;home;-Infinity;17927.0;675870.687552;5384805.671473;home_196369;59090
292479;0;home;-Infinity;17946.0;692602.493354;5404373.592574;home_292479;5880
79708;0;work;-Infinity;17954.0;692919.53462;5395414.463149;work_9264;54596
79708;1;work;17954.0;18854.0;692919.53462;5395414.463149;work_9264;54596
196364;0;home;-Infinity;17960.0;678789.874366;5386140.19548;home_196364;61782
147499;0;home;-Infinity;17961.0;709755.455435;5350865.946857;home_147499;79608
286346;0;home;-Infinity;17976.0;704245.141724;5375898.898429;home_286346;27808
123969;0;home;-Infinity;17979.0;693818.805711;5353100.505229;home_123969;47359
108326;1;work;17985.0;53011.0;695691.984412;5358557.594856;work_6835;17270
280330;0;home;-Infinity;18012.0;703686.194955;5354951.66416;home_280330;29420
77968;0;home;-Infinity;18028.0;683934.919433;5379130.29759;home_77968;71902
229692;0;home;-Infinity;18040.0;671082.108542;5370921.12606;home_229692;51462
106842;0;home;-Infinity;18055.0;693094.732148;5364530.516588;home_106842;73451
191690;1;work;18055.0;54474.0;707218.193799;5380128.433634;work_6584;9599
136226;0;home;-Infinity;18070.0;675146.369095;5368746.187113;home_136226;62032
318010;0;home;-Infinity;18081.0;707794.275758;5379330.794327;home_318010;39631
236680;0;home;-Infinity;18082.0;692460.035885;5395997.168995;home_236680;68004
178840;0;home;-Infinity;18105.0;730390.645712;5358993.276439;home_178840;34595
112131;1;work;18120.0;59514.0;687512.927535;5377379.331769;work_8414;8527
166845;0;home;-Infinity;18135.0;683620.548071;5377083.358008;home_166845;18032
194682;1;work;18142.0;39105.0;721586.86605;5374382.592024;work_7330;78108
160612;0;home;-Infinity;18153.0;707054.516796;5380132.844283;home_160612;77913
142761;1;work;18156.0;44459.0;708928.911688;5344262.053628;work_2192;8534
171518;1;work;18160.0;47448.0;693634.659863;5401805.253196;work_9241;17025
196369;1;leisure;18162.0;Infinity;675662.252569;5384893.101449;sec_2805;1876
311185;0;home;-Infinity;18165.0;703777.872241;5365440.164505;home_311185;44505
101973;0;home;-Infinity;18184.0;716596.936452;5364017.125062;home_101973;73969
239467;1;work;18202.0;46988.0;734146.245062;5351746.735078;work_425;47922
106946;0;home;-Infinity;18225.0;708339.235;5368041.425;home_106946;80664
172118;1;work;18231.0;48215.0;685342.68618;5398308.548405;work_7991;58113
144682;1;work;18248.0;48972.0;718134.335285;5351777.146476;work_1842;7971
326216;1;work;18259.0;22612.0;684955.383071;5378286.550639;work_8082;67527
204295;0;home;-Infinity;18281.0;684955.454664;5391674.184555;home_204295;62870
314435;0;home;-Infinity;18283.0;704004.361536;5356609.269213;home_314435;12048
83159;0;home;-Infinity;18296.0;704417.415332;5380897.934538;home_83159;46500
251757;0;leisure;-Infinity;18302.0;713972.545683;5360442.870881;sec_2353;46243
256392;1;leisure;18336.0;19870.0;691215.625571;5367289.245652;sec_2723;78881
316998;1;work;18342.0;22678.0;716699.014047;5372826.623278;work_6085;2067
223808;0;leisure;-Infinity;18345.0;713917.413285;5377802.929081;sec_2742;47073
173381;0;home;-Infinity;18348.0;735288.215996;5352623.856639;home_173381;9100
232202;1;work;18357.0;45386.0;686853.956061;5378512.065374;work_8365;65955
265186;1;work;18383.0;31652.0;682929.462274;5391849.27795;work_9424;52090
311175;0;home;-Infinity;18394.0;698922.0;5363185.645;home_311175;27921
280330;1;work;18395.0;43212.0;703063.078056;5356663.482696;work_5612;11014
182032;1;work;18395.0;41946.0;715196.782781;5353598.592268;work_1478;68287
174555;1;work;18424.0;50144.0;714401.442788;5355306.557479;work_747;64031
275350;0;home;-Infinity;18430.0;700326.271863;5384409.652651;home_275350;14249
266257;1;work;18438.0;43465.0;734592.706875;5354690.308098;work_487;70152
85924;1;other;18443.0;18443.0;697213.679801;5359139.821019;sec_9968;52010
215982;0;home;-Infinity;18446.0;692800.508021;5355822.79623;home_215982;43390
240642;1;work;18454.0;58266.0;714172.932947;5355177.626037;work_746;48820
202876;1;work;18456.0;48598.0;684997.072614;5398681.952777;work_7928;431
300727;0;home;-Infinity;18465.0;721314.700945;5340730.066227;home_300727;80812
150694;0;home;-Infinity;18470.0;729120.465486;5367500.36449;home_150694;57959
153582;0;home;-Infinity;18495.0;703294.04353;5364525.678866;home_153582;74972
166990;0;home;-Infinity;18508.0;685056.276261;5380038.908546;home_166990;54336
286346;1;work;18524.0;25176.0;702236.794734;5376243.534126;work_7496;11298
366104;0;home;-Infinity;18549.0;692466.993345;5404426.361515;home_366104;5878
164276;0;home;-Infinity;18562.0;681981.453551;5393789.040893;home_164276;46279
288589;1;work;18571.0;45765.0;684615.480128;5397675.083647;work_7955;34332
292479;1;work;18577.0;57846.0;690003.69562;5404847.409857;work_8795;43147
