person_id;operator_id;main_mode;vehicle_id;origin_link_id;origin_x;origin_y;destination_link_id;destination_x;destination_y;departure_time;arrival_time;waiting_time;distance
271404;drt;drt;NaN;73844;732756.2936915946;5345409.715637876;null;NaN;NaN;30955.0;NaN;NaN;0.0
4852;drt;drt;NaN;56599;704798.497760804;5386581.748215793;null;NaN;NaN;30957.0;NaN;NaN;0.0
16719;drt;drt;NaN;45393;737541.197613689;5359633.182247848;null;NaN;NaN;30963.0;NaN;NaN;0.0
228571;drt;drt;NaN;23865;698767.5500938317;5373199.850138782;null;NaN;NaN;30964.0;NaN;NaN;0.0
175469;drt;drt;NaN;12676;717033.4101121116;5357184.91290635;null;NaN;NaN;30967.0;NaN;NaN;0.0
55174;drt;drt;NaN;70275;704652.2797154484;5364387.311871426;null;NaN;NaN;30968.0;NaN;NaN;0.0
191593;drt;drt;NaN;76398;717133.7628057152;5372126.436963555;null;NaN;NaN;30975.0;NaN;NaN;0.0
91836;drt;drt;NaN;30904;691546.110376774;5354372.793492932;null;NaN;NaN;30978.0;NaN;NaN;0.0
230334;drt;drt;NaN;62030;675174.3287580188;5368692.830497431;null;NaN;NaN;30978.0;NaN;NaN;0.0
111487;drt;drt;NaN;34165;697270.4710261135;5404547.410420967;null;NaN;NaN;30982.0;NaN;NaN;0.0
178449;drt;drt;NaN;71910;732890.2976075647;5345494.233785931;null;NaN;NaN;30983.0;NaN;NaN;0.0
425595;drt;drt;NaN;27615;704056.0972061537;5363461.842080612;null;NaN;NaN;30985.0;NaN;NaN;0.0
15773;drt;drt;NaN;24543;720996.6807432364;5341105.869807463;null;NaN;NaN;30987.0;NaN;NaN;0.0
271894;drt;drt;NaN;55760;731881.8528450109;5360465.762587022;null;NaN;NaN;30991.0;NaN;NaN;0.0
31845;drt;drt;NaN;2453;730405.6209200069;5355780.5584289;null;NaN;NaN;30992.0;NaN;NaN;0.0
178057;drt;drt;NaN;75911;710865.8672141246;5351116.682668749;null;NaN;NaN;30992.0;NaN;NaN;0.0
79070;drt;drt;NaN;49525;691345.7325698561;5401770.35263995;null;NaN;NaN;30994.0;NaN;NaN;0.0
353250;drt;drt;NaN;20294;716167.3832344955;5371707.803207237;null;NaN;NaN;30995.0;NaN;NaN;0.0
51227;drt;drt;NaN;74349;717957.6596246411;5347348.930944378;null;NaN;NaN;30997.0;NaN;NaN;0.0
313556;drt;drt;NaN;56566;704804.5533051796;5364564.034348909;null;NaN;NaN;30997.0;NaN;NaN;0.0
37247;drt;drt;NaN;64466;695731.4778249299;5370575.067519467;null;NaN;NaN;30998.0;NaN;NaN;0.0
193009;drt;drt;NaN;14822;697850.087157109;5354622.043280377;null;NaN;NaN;31000.0;NaN;NaN;0.0
100293;drt;drt;NaN;77212;737597.0922176118;5345405.05319896;null;NaN;NaN;31001.0;NaN;NaN;0.0
415066;drt;drt;NaN;35718;715573.4024045827;5352757.217851648;null;NaN;NaN;31002.0;NaN;NaN;0.0
148895;drt;drt;NaN;47399;722846.6910843806;5343284.7007386405;null;NaN;NaN;31004.0;NaN;NaN;0.0
61273;drt;drt;NaN;79173;703096.6032134724;5371422.039618227;null;NaN;NaN;31005.0;NaN;NaN;0.0
213;drt;drt;NaN;44206;735383.9388522054;5350634.286422589;null;NaN;NaN;31007.0;NaN;NaN;0.0
48155;drt;drt;NaN;19619;715358.3187575256;5352780.444227653;null;NaN;NaN;31010.0;NaN;NaN;0.0
65352;drt;drt;NaN;54521;694181.6110867455;5406546.703074807;null;NaN;NaN;31013.0;NaN;NaN;0.0
45132;drt;drt;NaN;67952;696292.6269833753;5392111.956714269;null;NaN;NaN;31013.0;NaN;NaN;0.0
62119;drt;drt;NaN;26705;675278.3957055545;5368505.5600992;null;NaN;NaN;31016.0;NaN;NaN;0.0
12802;drt;drt;NaN;38112;696214.1889546646;5386057.997961052;null;NaN;NaN;31021.0;NaN;NaN;0.0
35977;drt;drt;NaN;40472;701510.1632414844;5363767.415779624;null;NaN;NaN;31022.0;NaN;NaN;0.0
52902;drt;drt;NaN;19228;698764.7551942801;5380212.86950691;null;NaN;NaN;31023.0;NaN;NaN;0.0
141200;drt;drt;NaN;61394;693302.4948946813;5386160.554939179;null;NaN;NaN;31023.0;NaN;NaN;0.0
65164;drt;drt;NaN;6466;691320.1333484726;5402188.373274743;null;NaN;NaN;31024.0;NaN;NaN;0.0
207052;drt;drt;NaN;73269;714752.089355001;5356871.13985215;null;NaN;NaN;31028.0;NaN;NaN;0.0
304361;drt;drt;NaN;37189;704006.8109541964;5362329.646574306;null;NaN;NaN;31032.0;NaN;NaN;0.0
26909;drt;drt;NaN;30838;694060.7580326635;5386120.204310482;null;NaN;NaN;31032.0;NaN;NaN;0.0
205566;drt;drt;NaN;62373;736569.9994778299;5356533.350387922;null;NaN;NaN;31033.0;NaN;NaN;0.0
121320;drt;drt;NaN;16526;711270.0842335548;5354034.230985405;null;NaN;NaN;31038.0;NaN;NaN;0.0
203927;drt;drt;NaN;66232;684949.4293403453;5374992.129612386;null;NaN;NaN;31045.0;NaN;NaN;0.0
368886;drt;drt;NaN;35237;682191.4566533219;5392434.573723052;null;NaN;NaN;31048.0;NaN;NaN;0.0
259341;drt;drt;NaN;5191;687392.9373723927;5401271.192266945;null;NaN;NaN;31054.0;NaN;NaN;0.0
195008;drt;drt;NaN;7767;709053.0038596229;5371012.938836364;null;NaN;NaN;31056.0;NaN;NaN;0.0
7378;drt;drt;NaN;80585;717012.5024425942;5372619.31921092;null;NaN;NaN;31058.0;NaN;NaN;0.0
35027;drt;drt;NaN;5329;703866.6044736786;5364968.502355381;null;NaN;NaN;31058.0;NaN;NaN;0.0
315924;drt;drt;NaN;21182;709392.5040621208;5367197.104476189;null;NaN;NaN;31058.0;NaN;NaN;0.0
162611;drt;drt;NaN;6768;694169.4372655381;5367996.760149622;null;NaN;NaN;31062.0;NaN;NaN;0.0
200087;drt;drt;NaN;21859;684736.3624962679;5371161.366514005;null;NaN;NaN;31068.0;NaN;NaN;0.0
62548;drt;drt;NaN;28474;683468.8804991768;5399517.194965961;null;NaN;NaN;31070.0;NaN;NaN;0.0
112621;drt;drt;NaN;65455;688916.3097348749;5386815.466258129;null;NaN;NaN;31070.0;NaN;NaN;0.0
379057;drt;drt;NaN;50257;690799.85628407;5357785.813245489;null;NaN;NaN;31071.0;NaN;NaN;0.0
137124;drt;drt;NaN;66860;683109.6330934088;5398795.174208438;null;NaN;NaN;31073.0;NaN;NaN;0.0
37963;drt;drt;NaN;61979;717637.6256409503;5372210.347144188;null;NaN;NaN;31074.0;NaN;NaN;0.0
401085;drt;drt;NaN;8774;692605.2369607696;5359387.206998859;null;NaN;NaN;31075.0;NaN;NaN;0.0
209598;drt;drt;NaN;39839;721201.6608133877;5340602.882000029;null;NaN;NaN;31083.0;NaN;NaN;0.0
49931;drt;drt;NaN;60357;710765.7387593676;5350736.117766658;null;NaN;NaN;31088.0;NaN;NaN;0.0
88772;drt;drt;NaN;30043;693092.0203288551;5386788.530836461;null;NaN;NaN;31089.0;NaN;NaN;0.0
319990;drt;drt;NaN;57270;696160.3993307682;5360081.813449385;null;NaN;NaN;31090.0;NaN;NaN;0.0
303006;drt;drt;NaN;35702;731180.3942085018;5359319.597018002;null;NaN;NaN;31091.0;NaN;NaN;0.0
20385;drt;drt;NaN;79889;704439.4831946841;5364268.342270734;null;NaN;NaN;31094.0;NaN;NaN;0.0
215274;drt;drt;NaN;35673;720943.5555298689;5365489.719604297;null;NaN;NaN;31096.0;NaN;NaN;0.0
391677;drt;drt;NaN;72326;692346.1903402173;5379089.231145566;null;NaN;NaN;31097.0;NaN;NaN;0.0
106597;drt;drt;NaN;24898;687617.6165566108;5367494.157387781;null;NaN;NaN;31098.0;NaN;NaN;0.0
61677;drt;drt;NaN;67655;675136.844806914;5378067.63718644;null;NaN;NaN;31104.0;NaN;NaN;0.0
77695;drt;drt;NaN;81719;687009.6166211374;5383301.610646133;null;NaN;NaN;31106.0;NaN;NaN;0.0
372830;drt;drt;NaN;16153;709323.3302471689;5344208.653473625;null;NaN;NaN;31108.0;NaN;NaN;0.0
87827;drt;drt;NaN;76098;684761.358438231;5378335.273073696;null;NaN;NaN;31112.0;NaN;NaN;0.0
375469;drt;drt;NaN;23156;720472.425607255;5349869.754181083;null;NaN;NaN;31119.0;NaN;NaN;0.0
113398;drt;drt;NaN;18779;676584.8719893242;5387955.667403648;null;NaN;NaN;31122.0;NaN;NaN;0.0
305889;drt;drt;NaN;57435;709482.2113344059;5347055.578678022;null;NaN;NaN;31126.0;NaN;NaN;0.0
19307;drt;drt;NaN;29032;704012.6630427823;5363072.17592866;null;NaN;NaN;31126.0;NaN;NaN;0.0
25658;drt;drt;NaN;59571;685191.4123053681;5382539.710249294;null;NaN;NaN;31127.0;NaN;NaN;0.0
126149;drt;drt;NaN;5577;701299.194149443;5364603.258463265;null;NaN;NaN;31129.0;NaN;NaN;0.0
272214;drt;drt;NaN;32562;722204.2240830675;5344603.837242132;null;NaN;NaN;31135.0;NaN;NaN;0.0
101987;drt;drt;NaN;67013;716599.9153733738;5363208.201165222;null;NaN;NaN;31137.0;NaN;NaN;0.0
27794;drt;drt;NaN;24206;680998.5500166307;5387957.180290181;null;NaN;NaN;31143.0;NaN;NaN;0.0
148677;drt;drt;NaN;34089;732720.7228792806;5358747.995707376;null;NaN;NaN;31143.0;NaN;NaN;0.0
122295;drt;drt;NaN;79370;715661.1782207787;5367101.611642609;null;NaN;NaN;31149.0;NaN;NaN;0.0
271901;drt;drt;NaN;27514;729337.517913101;5356931.466227555;null;NaN;NaN;31153.0;NaN;NaN;0.0
315742;drt;drt;NaN;14732;693801.3865266866;5365669.056054167;null;NaN;NaN;31157.0;NaN;NaN;0.0
34861;drt;drt;NaN;24353;689772.8893753553;5358503.864916831;null;NaN;NaN;31158.0;NaN;NaN;0.0
306858;drt;drt;NaN;19655;717213.0238134965;5362220.840556223;null;NaN;NaN;31161.0;NaN;NaN;0.0
303165;drt;drt;NaN;10664;731947.8481455026;5359142.27216212;null;NaN;NaN;31161.0;NaN;NaN;0.0
221721;drt;drt;NaN;29890;704033.2236161293;5354553.027022816;null;NaN;NaN;31161.0;NaN;NaN;0.0
302834;drt;drt;NaN;2893;734829.6037515597;5349366.878136561;null;NaN;NaN;31165.0;NaN;NaN;0.0
1217;drt;drt;NaN;53121;716435.9526891273;5354944.966048216;null;NaN;NaN;31173.0;NaN;NaN;0.0
376091;drt;drt;NaN;41088;710211.5192844714;5359325.020715956;null;NaN;NaN;31174.0;NaN;NaN;0.0
210840;drt;drt;NaN;33497;712803.7162777002;5353221.848280589;null;NaN;NaN;31178.0;NaN;NaN;0.0
115773;drt;drt;NaN;38452;733361.023864243;5354389.657755853;null;NaN;NaN;31184.0;NaN;NaN;0.0
411255;drt;drt;NaN;604;720590.9818765973;5356353.349814379;null;NaN;NaN;31186.0;NaN;NaN;0.0
416710;drt;drt;NaN;53131;707696.9912111121;5345082.641698221;null;NaN;NaN;31187.0;NaN;NaN;0.0
132137;drt;drt;NaN;16423;708908.763977105;5378668.775279141;null;NaN;NaN;31189.0;NaN;NaN;0.0
280824;drt;drt;NaN;19022;704552.686986353;5355715.685093511;null;NaN;NaN;31191.0;NaN;NaN;0.0
46248;drt;drt;NaN;2465;725272.0149382865;5354529.718325902;null;NaN;NaN;31194.0;NaN;NaN;0.0
443178;drt;drt;NaN;73742;681520.5443175124;5370137.42743588;null;NaN;NaN;31194.0;NaN;NaN;0.0
35729;drt;drt;NaN;63223;703424.5661235099;5364221.714532739;null;NaN;NaN;31195.0;NaN;NaN;0.0
254882;drt;drt;NaN;73405;705194.5539447906;5379786.1475677155;null;NaN;NaN;31201.0;NaN;NaN;0.0
49944;drt;drt;NaN;38838;711012.6217671443;5351217.596759589;null;NaN;NaN;31202.0;NaN;NaN;0.0
93133;drt;drt;NaN;51682;702105.5482931637;5365956.894843837;null;NaN;NaN;31203.0;NaN;NaN;0.0
61656;drt;drt;NaN;76944;672858.4839040278;5369750.492949725;null;NaN;NaN;31203.0;NaN;NaN;0.0
277860;drt;drt;NaN;54407;701464.4908858712;5368689.33682677;null;NaN;NaN;31203.0;NaN;NaN;0.0
397279;drt;drt;NaN;46333;721496.3695630122;5360272.231870625;null;NaN;NaN;31205.0;NaN;NaN;0.0
136797;drt;drt;NaN;42422;680890.8067376834;5398407.168257802;null;NaN;NaN;31205.0;NaN;NaN;0.0
19787;drt;drt;NaN;41114;700774.6201344773;5358288.67939434;null;NaN;NaN;31206.0;NaN;NaN;0.0
192422;drt;drt;NaN;12620;697328.7145213662;5355646.345564555;null;NaN;NaN;31206.0;NaN;NaN;0.0
356493;drt;drt;NaN;27780;691709.0329289776;5367985.847714404;null;NaN;NaN;31210.0;NaN;NaN;0.0
148643;drt;drt;NaN;76980;731835.8594658198;5360089.3059077505;null;NaN;NaN;31214.0;NaN;NaN;0.0
64837;drt;drt;NaN;67913;681113.4453143238;5373169.8667079685;null;NaN;NaN;31219.0;NaN;NaN;0.0
421082;drt;drt;NaN;70492;711047.7289594603;5356378.025252529;null;NaN;NaN;31221.0;NaN;NaN;0.0
409859;drt;drt;NaN;54861;694223.0142025631;5390697.508562314;null;NaN;NaN;31223.0;NaN;NaN;0.0
81901;drt;drt;NaN;31594;705247.3106121414;5350804.658712994;null;NaN;NaN;31224.0;NaN;NaN;0.0
121806;drt;drt;NaN;1222;711207.8497242483;5348581.676746763;null;NaN;NaN;31227.0;NaN;NaN;0.0
180812;drt;drt;NaN;31119;711210.4444114701;5349063.029112082;null;NaN;NaN;31231.0;NaN;NaN;0.0
342240;drt;drt;NaN;20530;714375.3398351949;5346137.612577039;null;NaN;NaN;31232.0;NaN;NaN;0.0
299352;drt;drt;NaN;11877;714620.4950803875;5353788.297900956;null;NaN;NaN;31237.0;NaN;NaN;0.0
62422;drt;drt;NaN;32043;689418.1057416671;5400681.331095355;null;NaN;NaN;31239.0;NaN;NaN;0.0
292854;drt;drt;NaN;68074;689514.0770113077;5404114.654855199;null;NaN;NaN;31239.0;NaN;NaN;0.0
238521;drt;drt;NaN;48374;680909.188243059;5392484.340258527;null;NaN;NaN;31242.0;NaN;NaN;0.0
149066;drt;drt;NaN;76043;720008.2688353893;5343662.019321393;null;NaN;NaN;31244.0;NaN;NaN;0.0
392303;drt;drt;NaN;25135;693624.6437667035;5406218.121853357;null;NaN;NaN;31251.0;NaN;NaN;0.0
380905;drt;drt;NaN;33108;704796.162501938;5363958.270987235;null;NaN;NaN;31252.0;NaN;NaN;0.0
13748;drt;drt;NaN;38992;681055.0318074703;5390525.779407516;null;NaN;NaN;31252.0;NaN;NaN;0.0
374346;drt;drt;NaN;11000;734607.471497303;5348691.452965593;null;NaN;NaN;31254.0;NaN;NaN;0.0
405455;drt;drt;NaN;73251;715200.0130062015;5379164.096676743;null;NaN;NaN;31255.0;NaN;NaN;0.0
20260;drt;drt;NaN;40711;700440.8636058271;5359970.248591422;null;NaN;NaN;31256.0;NaN;NaN;0.0
232813;drt;drt;NaN;77408;684290.6111248664;5380441.021940542;null;NaN;NaN;31261.0;NaN;NaN;0.0
63839;drt;drt;NaN;55386;683965.6243497137;5378391.005835123;null;NaN;NaN;31262.0;NaN;NaN;0.0
3836;drt;drt;NaN;21660;727902.571773693;5362510.684338907;null;NaN;NaN;31262.0;NaN;NaN;0.0
218952;drt;drt;NaN;49514;700436.1379868538;5360269.033475273;null;NaN;NaN;31264.0;NaN;NaN;0.0
209071;drt;drt;NaN;46253;709944.931880718;5344683.628142817;null;NaN;NaN;31265.0;NaN;NaN;0.0
290887;drt;drt;NaN;40638;686060.2222658375;5378112.60911445;null;NaN;NaN;31267.0;NaN;NaN;0.0
111183;drt;drt;NaN;51892;682208.2740219195;5398478.165638447;null;NaN;NaN;31267.0;NaN;NaN;0.0
5877;drt;drt;NaN;55055;703764.4259845994;5362224.900540139;null;NaN;NaN;31269.0;NaN;NaN;0.0
209773;drt;drt;NaN;34767;723721.5121523011;5359103.21236375;null;NaN;NaN;31273.0;NaN;NaN;0.0
244326;drt;drt;NaN;61223;734891.2494090928;5361058.420303852;null;NaN;NaN;31274.0;NaN;NaN;0.0
22977;drt;drt;NaN;68609;690902.5195099823;5367256.774746681;null;NaN;NaN;31275.0;NaN;NaN;0.0
159736;drt;drt;NaN;53965;717413.8963200685;5372082.288138537;null;NaN;NaN;31286.0;NaN;NaN;0.0
185064;drt;drt;NaN;37735;705536.2610467491;5362156.609794714;null;NaN;NaN;31288.0;NaN;NaN;0.0
63000;drt;drt;NaN;72356;685869.5197116573;5377708.422123505;null;NaN;NaN;31293.0;NaN;NaN;0.0
64853;drt;drt;NaN;81054;682216.5682438961;5376501.319073269;null;NaN;NaN;31295.0;NaN;NaN;0.0
277767;drt;drt;NaN;80507;700790.413523424;5363861.134077674;null;NaN;NaN;31303.0;NaN;NaN;0.0
10994;drt;drt;NaN;18034;683817.0630056522;5377053.076094102;null;NaN;NaN;31305.0;NaN;NaN;0.0
352133;drt;drt;NaN;2848;697954.5301954453;5366769.180855931;null;NaN;NaN;31306.0;NaN;NaN;0.0
153311;drt;drt;NaN;7896;689538.8574829567;5358974.318281793;null;NaN;NaN;31307.0;NaN;NaN;0.0
443194;drt;drt;NaN;46050;685434.1245813498;5371461.950277183;null;NaN;NaN;31308.0;NaN;NaN;0.0
130715;drt;drt;NaN;78638;716757.1676469672;5371445.94489509;null;NaN;NaN;31308.0;NaN;NaN;0.0
142156;drt;drt;NaN;66848;684807.9014477525;5373027.374176498;null;NaN;NaN;31309.0;NaN;NaN;0.0
248777;drt;drt;NaN;67865;700673.2264870005;5363762.736047179;null;NaN;NaN;31318.0;NaN;NaN;0.0
120254;drt;drt;NaN;56228;731966.6440819972;5360255.328410796;null;NaN;NaN;31318.0;NaN;NaN;0.0
14054;drt;drt;NaN;4969;733468.4408063488;5352185.725699428;null;NaN;NaN;31320.0;NaN;NaN;0.0
195504;drt;drt;NaN;78144;706983.1726213659;5375659.8127013035;null;NaN;NaN;31322.0;NaN;NaN;0.0
38184;drt;drt;NaN;12042;716115.1599082418;5372171.429819673;null;NaN;NaN;31323.0;NaN;NaN;0.0
396494;drt;drt;NaN;1536;716514.5226616003;5354288.104037456;null;NaN;NaN;31324.0;NaN;NaN;0.0
224830;drt;drt;NaN;38626;708846.76923563;5378684.7150128065;null;NaN;NaN;31324.0;NaN;NaN;0.0
285247;drt;drt;NaN;32210;692998.736705205;5367498.410449564;null;NaN;NaN;31325.0;NaN;NaN;0.0
201930;drt;drt;NaN;41355;691602.9283681535;5406829.6970728;null;NaN;NaN;31327.0;NaN;NaN;0.0
25610;drt;drt;NaN;28908;684741.107347346;5378171.132677708;null;NaN;NaN;31334.0;NaN;NaN;0.0
35842;drt;drt;NaN;64088;698965.5199533997;5364110.400800835;null;NaN;NaN;31344.0;NaN;NaN;0.0
183037;drt;drt;NaN;18393;692448.8055215236;5351726.725491292;null;NaN;NaN;31344.0;NaN;NaN;0.0
36957;drt;drt;NaN;19209;704952.3740334314;5355498.922403088;null;NaN;NaN;31346.0;NaN;NaN;0.0
177851;drt;drt;NaN;50927;710376.3470537275;5350772.446455355;null;NaN;NaN;31346.0;NaN;NaN;0.0
50085;drt;drt;NaN;16259;712642.5560137562;5348452.571973536;null;NaN;NaN;31353.0;NaN;NaN;0.0
215927;drt;drt;NaN;26923;694141.4722562279;5353901.170573603;null;NaN;NaN;31353.0;NaN;NaN;0.0
29076;drt;drt;NaN;8133;715611.6911515384;5354642.450237045;null;NaN;NaN;31354.0;NaN;NaN;0.0
130673;drt;drt;NaN;42122;708604.2122707753;5364005.893230971;null;NaN;NaN;31354.0;NaN;NaN;0.0
136187;drt;drt;NaN;20469;677645.9323334191;5389360.443167495;null;NaN;NaN;31355.0;NaN;NaN;0.0
15227;drt;drt;NaN;68316;714742.8888611258;5354216.120376245;null;NaN;NaN;31357.0;NaN;NaN;0.0
120785;drt;drt;NaN;45136;715711.0487799827;5348420.625110591;null;NaN;NaN;31358.0;NaN;NaN;0.0
316571;drt;drt;NaN;45190;717389.0579311571;5373002.5825985735;null;NaN;NaN;31362.0;NaN;NaN;0.0
48829;drt;drt;NaN;52401;709780.7468109224;5344195.624752391;null;NaN;NaN;31363.0;NaN;NaN;0.0
18924;drt;drt;NaN;13983;705422.5939090045;5386130.572542496;null;NaN;NaN;31363.0;NaN;NaN;0.0
64956;drt;drt;NaN;23849;693914.4770535143;5377542.686193184;null;NaN;NaN;31367.0;NaN;NaN;0.0
344307;drt;drt;NaN;51736;717679.1101445617;5366433.547371887;null;NaN;NaN;31367.0;NaN;NaN;0.0
313617;drt;drt;NaN;62155;697267.1209659342;5362980.063009789;null;NaN;NaN;31367.0;NaN;NaN;0.0
21609;drt;drt;NaN;29414;717048.2652999725;5373732.766247518;null;NaN;NaN;31367.0;NaN;NaN;0.0
62992;drt;drt;NaN;69328;679722.8204243324;5381750.934425855;null;NaN;NaN;31369.0;NaN;NaN;0.0
413734;drt;drt;NaN;44926;717483.5555119494;5354414.01424413;null;NaN;NaN;31371.0;NaN;NaN;0.0
158636;drt;drt;NaN;32312;710255.5033681539;5372064.721465222;null;NaN;NaN;31371.0;NaN;NaN;0.0
353314;drt;drt;NaN;75239;716237.2883521537;5371955.625842441;null;NaN;NaN;31372.0;NaN;NaN;0.0
65286;drt;drt;NaN;27084;694023.4295815737;5406184.552789044;null;NaN;NaN;31374.0;NaN;NaN;0.0
50525;drt;drt;NaN;29660;726576.9753929488;5356530.220949227;null;NaN;NaN;31375.0;NaN;NaN;0.0
168561;drt;drt;NaN;73854;689385.9127771591;5389667.818809392;null;NaN;NaN;31375.0;NaN;NaN;0.0
16516;drt;drt;NaN;41445;735452.9468115708;5345615.477489514;null;NaN;NaN;31375.0;NaN;NaN;0.0
334395;drt;drt;NaN;62986;734423.8788225686;5352580.117918991;null;NaN;NaN;31376.0;NaN;NaN;0.0
23379;drt;drt;NaN;79849;718766.5577995242;5375449.625317233;null;NaN;NaN;31379.0;NaN;NaN;0.0
328549;drt;drt;NaN;65367;688624.7413558145;5386712.212455249;null;NaN;NaN;31380.0;NaN;NaN;0.0
321990;drt;drt;NaN;14404;709398.0818151473;5371134.877426146;null;NaN;NaN;31381.0;NaN;NaN;0.0
57739;drt;drt;NaN;21441;720888.7890544294;5371750.943775075;null;NaN;NaN;31383.0;NaN;NaN;0.0
8491;drt;drt;NaN;34951;697815.3128282638;5353655.203666739;null;NaN;NaN;31387.0;NaN;NaN;0.0
335492;drt;drt;NaN;27207;715013.5563748956;5352954.796785197;null;NaN;NaN;31389.0;NaN;NaN;0.0
366922;drt;drt;NaN;2856;689916.0705622403;5383854.834667649;null;NaN;NaN;31392.0;NaN;NaN;0.0
363969;drt;drt;NaN;40117;680984.0292537343;5370561.098533432;null;NaN;NaN;31398.0;NaN;NaN;0.0
188611;drt;drt;NaN;77276;703548.1880164533;5353943.135186661;null;NaN;NaN;31399.0;NaN;NaN;0.0
52201;drt;drt;NaN;39603;728736.6142998195;5364705.704239234;null;NaN;NaN;31401.0;NaN;NaN;0.0
77204;drt;drt;NaN;63463;679067.894519874;5367809.448527336;null;NaN;NaN;31403.0;NaN;NaN;0.0
398807;drt;drt;NaN;77514;715559.2313490678;5347740.280309194;null;NaN;NaN;31405.0;NaN;NaN;0.0
100250;drt;drt;NaN;54666;734110.2607984977;5348093.607173405;null;NaN;NaN;31406.0;NaN;NaN;0.0
46099;drt;drt;NaN;52749;685133.7693000599;5390118.267735783;null;NaN;NaN;31407.0;NaN;NaN;0.0
294402;drt;drt;NaN;50620;697825.008522776;5405557.927156819;null;NaN;NaN;31409.0;NaN;NaN;0.0
37393;drt;drt;NaN;77440;691628.4124023577;5362677.454576394;null;NaN;NaN;31411.0;NaN;NaN;0.0
199363;drt;drt;NaN;60718;687037.4216682155;5378465.770559709;null;NaN;NaN;31412.0;NaN;NaN;0.0
211502;drt;drt;NaN;10564;730934.0885764738;5358944.399698211;null;NaN;NaN;31413.0;NaN;NaN;0.0
63116;drt;drt;NaN;68573;684005.3966705988;5378219.096632032;null;NaN;NaN;31415.0;NaN;NaN;0.0
152445;drt;drt;NaN;30555;694397.355227554;5353365.60051954;null;NaN;NaN;31416.0;NaN;NaN;0.0
217769;drt;drt;NaN;58144;702287.7985399581;5362405.45745567;null;NaN;NaN;31418.0;NaN;NaN;0.0
67390;drt;drt;NaN;49958;683862.0683084154;5390755.822030766;null;NaN;NaN;31419.0;NaN;NaN;0.0
30666;drt;drt;NaN;64358;720147.1778861854;5358512.362643888;null;NaN;NaN;31422.0;NaN;NaN;0.0
64347;drt;drt;NaN;30330;683201.9135899374;5370936.818464996;null;NaN;NaN;31424.0;NaN;NaN;0.0
72832;drt;drt;NaN;24178;702402.7605910134;5366345.229057588;null;NaN;NaN;31425.0;NaN;NaN;0.0
197080;drt;drt;NaN;6587;683525.7734070611;5398650.68699779;null;NaN;NaN;31426.0;NaN;NaN;0.0
179266;drt;drt;NaN;73467;723017.5264454323;5342359.757092955;null;NaN;NaN;31427.0;NaN;NaN;0.0
1963;drt;drt;NaN;56008;724795.9965389691;5361501.311439331;null;NaN;NaN;31432.0;NaN;NaN;0.0
358233;drt;drt;NaN;6514;710201.0858433326;5374085.280531796;null;NaN;NaN;31434.0;NaN;NaN;0.0
128552;drt;drt;NaN;44364;702122.823656766;5363087.867562488;null;NaN;NaN;31435.0;NaN;NaN;0.0
72459;drt;drt;NaN;54825;704203.6457581753;5365731.232318623;null;NaN;NaN;31436.0;NaN;NaN;0.0
330456;drt;drt;NaN;63816;686291.9593575958;5389407.752289258;null;NaN;NaN;31437.0;NaN;NaN;0.0
326231;drt;drt;NaN;1832;685077.1390965488;5378756.523383796;null;NaN;NaN;31439.0;NaN;NaN;0.0
169106;drt;drt;NaN;70508;678022.9628134222;5376259.428724097;null;NaN;NaN;31441.0;NaN;NaN;0.0
254174;drt;drt;NaN;37125;717271.6268633784;5373652.676887758;null;NaN;NaN;31444.0;NaN;NaN;0.0
151945;drt;drt;NaN;63128;702429.180783417;5381914.298507059;null;NaN;NaN;31453.0;NaN;NaN;0.0
445684;drt;drt;NaN;69280;694071.2106649119;5386731.097993036;null;NaN;NaN;31455.0;NaN;NaN;0.0
276677;drt;drt;NaN;75114;706207.777058367;5384375.209823372;null;NaN;NaN;31457.0;NaN;NaN;0.0
271373;drt;drt;NaN;51257;734721.862609288;5348847.25028711;null;NaN;NaN;31457.0;NaN;NaN;0.0
313988;drt;drt;NaN;5207;704077.9747798343;5356534.328790317;null;NaN;NaN;31458.0;NaN;NaN;0.0
310095;drt;drt;NaN;71578;690221.909331843;5361085.498825888;null;NaN;NaN;31459.0;NaN;NaN;0.0
265082;drt;drt;NaN;80702;684942.0459034514;5391408.273866536;null;NaN;NaN;31461.0;NaN;NaN;0.0
302953;drt;drt;NaN;10507;734772.5799190782;5348768.52213247;null;NaN;NaN;31465.0;NaN;NaN;0.0
257129;drt;drt;NaN;59353;718656.4515687013;5375651.953463425;null;NaN;NaN;31471.0;NaN;NaN;0.0
294984;drt;drt;NaN;66410;687158.5630623472;5391596.63979423;null;NaN;NaN;31474.0;NaN;NaN;0.0
210445;drt;drt;NaN;36191;727308.8602110867;5347369.307734866;null;NaN;NaN;31475.0;NaN;NaN;0.0
294848;drt;drt;NaN;80896;679519.8008004562;5386839.273485466;null;NaN;NaN;31476.0;NaN;NaN;0.0
338220;drt;drt;NaN;58129;704940.8847569912;5345212.273670994;null;NaN;NaN;31478.0;NaN;NaN;0.0
67687;drt;drt;NaN;44166;737129.4455484139;5350390.187913233;null;NaN;NaN;31484.0;NaN;NaN;0.0
307173;drt;drt;NaN;33906;722384.8312159623;5366911.877450738;null;NaN;NaN;31486.0;NaN;NaN;0.0
