person_id;person_trip_id;origin_x;origin_y;destination_x;destination_y;departure_time;travel_time;vehicle_distance;routed_distance;mode;preceding_purpose;following_purpose;returning;euclidean_distance;origin_link_id;destination_link_id
149754;0;711064.7992374386;5354102.333137827;703021.6757037453;5356479.342296101;15379.0;1019.0;0.0;11226.726130348965;car_passenger;home;work;false;8387.014290960136;79924;11060
159481;0;716883.0836896985;5372972.507653417;709392.5040621208;5367197.104476189;15297.0;1137.0;11861.415432474512;11912.230356015396;car;home;work;false;9458.544550649167;80529;21182
277410;0;705349.1411474318;5362695.956194256;702033.2199927534;5364368.198196854;15392.0;1059.0;6366.548266625767;6600.330667065018;car;home;work;false;3713.7213707138917;5946;80398
157308;0;703089.1643375792;5354310.632401929;705147.4654210478;5358998.604048118;15508.0;1023.0;8438.464961732274;8615.248434329635;car;home;work;false;5119.929834058055;52366;44531
224936;0;707773.0446153537;5379586.785009725;706926.5057302705;5380127.7714353725;16245.0;301.0;0.0;1256.9865957925103;bicycle;home;work;false;1004.6364500120035;33209;66236
91776;0;694944.2796018091;5352855.969960364;691991.5864529889;5354590.6200449625;15784.0;870.0;4974.097152484413;5189.509487833462;car;home;work;false;3424.5302958345637;60704;49839
132388;0;697435.2826425079;5354127.697040688;701299.194149443;5364603.258463265;15103.0;1650.0;14471.067282899856;14744.206343410688;car;home;work;false;11165.446666014352;44896;5577
289562;0;683777.5230393069;5377213.071963811;685043.7347093625;5378035.323523069;16383.0;390.0;2253.8464091499745;2345.058459972627;car;home;work;false;1509.7647565387415;41038;65851
272802;0;715289.0412373277;5347315.472998854;695207.2368179465;5353091.628611971;15149.0;1647.0;0.0;47655.447695900366;car_passenger;home;work;false;20896.000631824747;6003;372
153723;0;703146.868957838;5364421.266994291;702933.1485856168;5364423.846980987;16556.0;264.0;0.0;330.09776474729614;walk;work;home;true;213.73594417813865;71268;67193
193242;0;693560.1487712772;5358386.0098693445;698307.6972983513;5354701.700827159;15705.0;1135.0;7700.471851659313;7927.139009033225;car;home;work;false;6009.438420955341;40216;63063
277909;0;703233.978514157;5364810.092697581;701299.194149443;5364603.258463265;16251.0;621.0;2710.8303040950364;2983.780572428112;car;home;work;false;1945.808556468753;53435;5577
269785;0;722540.8937308469;5340884.255019464;721094.9572381747;5341094.416433675;16519.0;432.0;0.0;1802.740486043215;bicycle;home;work;false;1461.129754972015;26771;57866
235399;0;691445.9346776393;5402300.176518897;693445.6525380226;5401923.350433602;16152.0;855.0;4327.637250197185;4741.668128367627;car;home;work;false;2034.9126319561087;21245;17025
185041;0;705208.5932865252;5366818.661413653;703114.7920608129;5365230.613784806;14230.0;2786.0;0.0;3482.82039037893;walk;home;work;false;2627.9076932572634;2387;50471
286063;0;717015.8751544484;5375726.328253409;716276.8238639082;5374469.650257342;15703.0;1315.0;0.0;1644.9017531378804;walk;home;work;false;1457.8876485686478;75796;58684
165830;0;683809.6795113783;5399347.717821332;685588.994712901;5400523.403991434;16217.0;853.0;4189.291611823081;4290.971886995222;car;home;work;false;2132.6510630993957;74754;60932
198098;0;677862.3108169213;5379900.729933675;684439.0362469207;5377890.420067683;15857.0;1250.0;9102.898980968546;9611.048735780894;car;home;work;false;6877.111540385816;74387;24560
151677;0;703227.3237500831;5379906.952281581;702161.2587853187;5382665.880817622;16640.0;508.0;5499.522888018506;5568.734317478548;car;home;work;false;2957.7324382164543;6404;76857
321384;0;718298.0225306656;5376385.7007351;718258.4783638937;5376180.7307451;17054.0;176.0;316.34383539465966;433.02995559814013;car;home;work;false;208.74970161884576;67750;27868
254746;0;706321.8950929993;5380245.166272329;707111.6218114328;5379698.923736924;17061.0;172.0;0.0;1258.3969551302332;car_passenger;home;leisure;false;960.2339284222212;16807;42191
