Iteration	bicycle	car	car_passenger	drt	pt	walk
0	0.03179134676681726	0.49695113500928517	0.12860666869924334	0.0	0.059730036863549434	0.2829208126611048
1	0.03508966434768147	0.5009423764516755	0.13135064719088665	0.018847529033509797	0.06046453615676709	0.28775742121455694
2	0.037944510657168994	0.504088250783004	0.13383131461515008	0.037251586795642895	0.061046592200449015	0.291873388952022
3	0.041312120624185815	0.5076360209540176	0.13646442528894925	0.054824135923944674	0.06169794063028355	0.2957676210537986
4	0.043986806729676545	0.5109066215804208	0.13894509271321268	0.07073366778458383	0.06216912885612129	0.2990382216802018
5	0.046661492835167274	0.5136506000720641	0.14116244907009617	0.08618586989661577	0.06273732642257268	0.3025305579422933
6	0.04964106543972948	0.5163252861775548	0.14310263588236924	0.0996840267191441	0.06329166551179356	0.3055101305468555
7	0.0521217328639929	0.5190554061919677	0.14512597355802545	0.11351478699520497	0.06398458937331966	0.30875301421879764
8	0.05425593835749328	0.5214529227528479	0.14698300950691537	0.1269436514315807	0.06444191912192689	0.31146927575597994
9	0.056196125169766346	0.523711854541423	0.1487568945924222	0.13879264946367692	0.06494082430222567	0.3141716788159317
10	0.057997727209734194	0.5258876354666149	0.15058621358685106	0.1517364671969844	0.06552288034590759	0.31691565730757504
11	0.06040910224784501	0.5284098783225699	0.1518750519692896	0.16195016491587905	0.06577233293605698	0.319410183209069
12	0.06264031708195904	0.5304609329526871	0.15317774882895868	0.17309238060921867	0.0661603702985116	0.3220710108373292
13	0.0645112115080795	0.5324565536738823	0.1547714737104687	0.1833060783281133	0.06663155852434935	0.3246209706477452
14	0.06627123811635577	0.5345353252584606	0.1564206325009008	0.1930485878211702	0.06697802045511239	0.3274481000027717
15	0.06803126472463206	0.5362122010033538	0.1578203387011835	0.2020288810665484	0.06733834086310596	0.3290279664070512
16	0.0691953768119959	0.5379306521799385	0.15917846946977465	0.20945702486210815	0.06760165193048588	0.3303306632667202
17	0.07067823387566174	0.5397183957426758	0.1605227417611353	0.21828487485795062	0.06787882147509632	0.3323401424651459
18	0.07242440200670751	0.5416308656004878	0.16189473100695695	0.22628121621996175	0.06826685883755093	0.3338784334377339
19	0.07389340059314282	0.5427534022561601	0.1633775880706228	0.23427755758197288	0.06861332076831397	0.3355968846143186
20	0.07493278638543197	0.5442224008425954	0.1642090967044541	0.24059702319909088	0.06880733944954129	0.3372599018819812
21	0.0764017849718673	0.5457606918151834	0.16519304858782116	0.24650073449929322	0.06904293356246016	0.33874275894564704
22	0.07757975553646165	0.546786219130242	0.16613542503949666	0.2526400399124144	0.0693201031070706	0.3402949083954655
23	0.07832811330690984	0.5479780481720669	0.16702236758225006	0.25836359100862	0.06956955569722	0.3416253222095956
24	0.07943679148535158	0.5489481415782034	0.1678677346933119	0.26436431164943597	0.06980514981013886	0.3430388868871088
25	0.08037916793702708	0.5498766595526483	0.1688101111449874	0.26967210842872585	0.06988830067352199	0.3441337065883201
26	0.08108595027578369	0.5507358851409407	0.16955846891543558	0.27497990520801574	0.07019318717259347	0.3458105823332132
27	0.08194517586407606	0.5516644031153857	0.17030682668588376	0.2801629756922309	0.07037334737659026	0.34696083594334653
28	0.0828598353612905	0.5527037889076748	0.17094431663848778	0.28499958424568306	0.07058122453504809	0.3479447878267136
29	0.08380221181296599	0.5535075805870451	0.17187283461293273	0.2889908256880734	0.0707198093073533	0.34892873971008065
30	0.08474458826464148	0.5543945231297985	0.17246874913384516	0.2921505584966324	0.07085839407965852	0.349787965298373
31	0.08554837994401175	0.5548795698328668	0.17334183319936805	0.2958369134399512	0.0710939881925774	0.35088278499958425
32	0.08614429446492419	0.5556695030350065	0.1739377477202805	0.3002023337675656	0.0712187144876521	0.351991463178026
33	0.08664319964522298	0.556584162532221	0.1744505113778098	0.3038748302336539	0.07137115773718784	0.352919981152471
34	0.08737769893844065	0.5573186618254387	0.17504642589872224	0.3072562986779013	0.07150974250949306	0.35365448044568865
35	0.08776573630089526	0.5581085950275784	0.17540674630671582	0.31054075778153495	0.07167604423625933	0.35438897973890626
36	0.08838936777626874	0.5584827739128024	0.17600266082762825	0.31394994318024333	0.07182848748579507	0.3550126112142798
37	0.08905457468333379	0.5592311316832507	0.1764599905762355	0.31702652512541923	0.07195321378086976	0.3559272707114942
38	0.08971978159039885	0.5597161783863189	0.17705590509714791	0.3204495690013581	0.07213337398486654	0.35637074198287094
39	0.09005238504393137	0.5604922531112282	0.17769339504975193	0.3231381135840794	0.07220266637101916	0.35703594888993595
40	0.09063444108761329	0.5612821863133679	0.17815072479835917	0.3255910640538818	0.07234125114332438	0.3577427312286926
41	0.09103633692729843	0.561684082153053	0.17852490368358326	0.32787771279691785	0.07246597743839907	0.35840793813575766
42	0.09138279885806147	0.5620166856065856	0.17912081820449569	0.33056625737963913	0.07256298677901273	0.35896227722497853
43	0.09188170403836027	0.562293855151196	0.17948113861248927	0.3324510102829901	0.07263227916516533	0.3594888993597384
44	0.09210343967404862	0.5626264586047285	0.1798276005432523	0.33448820643587684	0.07270157155131794	0.36005709692618976
45	0.09247761855927271	0.5630976468305663	0.18011862856509328	0.33634524238476676	0.0727431469830095	0.3605282851520275
46	0.09272707114942211	0.563568835056404	0.18047894897308683	0.33796668422073783	0.07281243936916211	0.36086088860556004
47	0.09299038221680202	0.5639014385099366	0.18083926938108041	0.33968513539732254	0.07297874109592838	0.3612627844452452
48	0.09323983480695142	0.5642479004406996	0.18111643892569085	0.3415005959145209	0.07300645805038943	0.36178940658000497
49	0.09337841957925663	0.5645805038942321	0.1814629008564539	0.3430666038415699	0.07310346739100308	0.3620527176473849
50	0.09351700435156185	0.5650794090745309	0.18168463649214225	0.3439812633387843	0.07313118434546412	0.36253776435045315
