person_id;person_trip_id;leg_index;access_stop_id;egress_stop_id;transit_line_id;transit_route_id;departure_id;access_area_id;egress_area_id;transit_mode
130646;0;3;360448.link:67145;301262.link:61683;5503;1117701;478487_09:02:00;96974.0;263804.0;bus
103416;0;1;589265.link:14764;661879.link:71517;12907;1706634;1496927_08:54:00;425956.0;169742.0;bus
124520;0;1;89179.link:42919;661879.link:71517;12907;1706634;1496927_08:54:00;386767.0;169742.0;bus
72253;0;1;89179.link:42919;661879.link:71517;12907;1706634;1496927_08:54:00;386767.0;169742.0;bus
217333;0;1;119516.link:21893;661879.link:71517;12907;1706634;1496927_08:54:00;276455.0;169742.0;bus
222627;0;1;651634.link:15204;661879.link:71517;12907;1706634;1496927_08:54:00;99212.0;169742.0;bus
186240;0;1;162037.link:66392;575778.link:69591;2984;375536;328397_08:55:00;538556.0;96062.0;bus
30643;0;1;502603.link:13108;142101.link:61358;7883;1134964;1319396_08:54:00;599727.0;598422.0;bus
207052;0;1;131570.link:29716;497590.link:40861;22293;880011;531753_09:03:00;111974.0;411474.0;bus
184054;0;1;89179.link:42919;661879.link:71517;12907;1706634;1496927_08:54:00;386767.0;169742.0;bus
22866;0;1;195878.link:18932;237365.link:48848;18688;1568109;1568109_09:00:00;158210.0;351478.0;bus
85316;0;1;19956.link:23764;451458.link:67867;13951;911207;835743_09:01:00;636350.0;115044.0;bus
44925;0;3;507710.link:59125;416817.link:59658;22781;1484165;203413_08:57:00;36305.0;532736.0;bus
256339;0;1;594887.link:52633;237365.link:48848;18688;1568109;1568109_09:00:00;586561.0;351478.0;bus
253413;0;1;69473.link:79402;451458.link:67867;13951;911207;835743_09:01:00;279185.0;115044.0;bus
130715;0;1;87272.link:67511;456323.link:64149;15259;386101;311569_09:05:00;593923.0;334701.0;bus
223706;0;3;148862.link:48741;456323.link:64149;15259;386101;311569_09:05:00;384423.0;334701.0;bus
320020;0;1;452012.link:28701;486011.link:55512;12526;341182;739944_08:57:00;283477.0;379758.0;bus
116094;0;3;147812.link:56813;397053.link:28890;20417;943853;404031_09:13:00;240045.0;320286.0;bus
81543;0;1;593737.link:35908;650692.link:81557;20612;92588;1227527_08:36:00;168043.0;240045.0;bus
57334;0;1;517744.link:75574;674676.link:53743;18688;1568109;1568109_09:00:00;453230.0;234841.0;bus
304166;0;1;395254.link:59547;650692.link:81557;20612;92588;1227527_08:36:00;509564.0;240045.0;bus
54129;0;3;517744.link:75574;674676.link:53743;18688;1568109;1568109_09:00:00;453230.0;234841.0;bus
8437;0;1;275445.link:39198;608946.link:29841;12526;172998;172998_08:45:00;337282.0;562977.0;bus
81706;0;1;166572.link:32138;99348.link:37641;3299;734663;734663_08:46:00;38935.0;37460.0;bus
128499;0;3;662009.link:32522;451543.link:pt_451543;16059;662596;545301_09:14:00;96974.0;480693.0;rail
370015;1;4;551376.link:57137;650692.link:81557;20612;92588;1227527_08:36:00;84551.0;240045.0;bus
120479;0;1;272400.link:47129;650692.link:81557;20612;92588;1227527_08:36:00;461606.0;240045.0;bus
57238;1;4;517744.link:75574;674676.link:53743;18688;1568109;1568109_09:00:00;453230.0;234841.0;bus
375783;0;1;572907.link:44317;650692.link:81557;20612;92588;1227527_08:36:00;352212.0;240045.0;bus
272951;0;1;572907.link:44317;650692.link:81557;20612;92588;1227527_08:36:00;352212.0;240045.0;bus
97895;0;1;497590.link:40861;22861.link:26546;10278;546534;1339761_09:10:00;411474.0;502007.0;bus
130398;0;3;410688.link:10330;552441.link:11507;5468;698978;422987_09:14:00;96974.0;138454.0;bus
339071;0;1;475117.link:50064;339485.link:40070;12701;25643;25643_08:58:00;161413.0;43544.0;bus
220680;2;7;539881.link:61627;367598.link:56070;13951;911207;835743_09:01:00;140551.0;26842.0;bus
82985;0;5;410688.link:10330;552441.link:11507;5468;698978;422987_09:14:00;96974.0;138454.0;bus
191161;0;5;410688.link:10330;552441.link:11507;5468;698978;422987_09:14:00;96974.0;138454.0;bus
130738;0;5;410688.link:10330;552441.link:11507;5468;698978;422987_09:14:00;96974.0;138454.0;bus
305610;0;1;453838.link:64668;427545.link:1197;13644;199392;1490751_09:13:00;201725.0;466408.0;bus
224794;0;3;160607.link:48741;474259.link:60507;10278;1014075;804239_09:05:00;384423.0;266462.0;bus
156457;0;3;277214.link:69591;461511.link:68767;18092;200082;200082_09:12:00;96062.0;619329.0;bus
127131;0;3;277214.link:69591;461511.link:68767;18092;200082;200082_09:12:00;96062.0;619329.0;bus
29176;0;1;131570.link:29716;61917.link:35395;22293;880011;531753_09:03:00;111974.0;248401.0;bus
283394;0;3;586600.link:13573;119636.link:50016;373;1114137;1114137_09:10:00;96974.0;566620.0;bus
122302;0;1;96435.link:6885;474259.link:60507;17075;1710768;741920_08:54:00;326494.0;266462.0;bus
122528;0;1;276830.link:48295;474259.link:60507;17075;1710768;741920_08:54:00;419235.0;266462.0;bus
128032;0;3;277214.link:69591;461511.link:68767;18092;200082;200082_09:12:00;96062.0;619329.0;bus
131259;0;5;410688.link:10330;1339.link:42050;5468;698978;422987_09:14:00;96974.0;41520.0;bus
109678;0;5;410688.link:10330;1339.link:42050;5468;698978;422987_09:14:00;96974.0;41520.0;bus
80331;0;3;627970.link:79468;86921.link:67313;5773;1557431;915679_09:12:00;240045.0;589200.0;bus
126929;0;1;384750.link:70644;410688.link:34513;22934;948975;53043_08:36:00;48995.0;96974.0;bus
103830;0;1;384750.link:70644;410688.link:34513;22934;948975;53043_08:36:00;48995.0;96974.0;bus
98025;0;1;474355.link:9143;22861.link:26546;22293;880011;531753_09:03:00;326033.0;502007.0;bus
148545;0;3;627970.link:79468;199641.link:63095;5773;1557431;915679_09:12:00;240045.0;534574.0;bus
13762;0;1;543074.link:78446;69692.link:39870;24400;1246556;1246556_09:11:00;624391.0;607814.0;bus
221847;0;1;181758.link:38921;443516.link:52788;7725;534384;775329_09:05:00;309803.0;185600.0;bus
188843;0;1;292123.link:2767;438297.link:7184;19170;1268747;1068521_09:09:00;282972.0;185600.0;bus
106831;0;1;531466.link:65882;578530.link:51226;18688;1568109;1568109_09:00:00;256208.0;152110.0;bus
390299;0;1;448956.link:54740;658248.link:22714;22781;277292;729907_09:06:00;182874.0;575433.0;bus
136131;0;1;507844.link:14851;230550.link:22015;24101;110210;1515062_09:15:00;604875.0;553312.0;bus
103791;0;1;586600.link:13573;316226.link:46518;373;1114137;1114137_09:10:00;96974.0;664177.0;bus
72674;0;1;184782.link:44499;359245.link:33650;13653;134833;761155_09:15:00;625137.0;541588.0;bus
168862;0;1;322467.link:71277;489446.link:81713;22781;1484165;203413_08:57:00;831.0;38137.0;bus
128443;0;1;390861.link:26161;604219.link:59410;13951;911207;835743_09:01:00;348366.0;96974.0;bus
76439;0;1;156311.link:69919;302945.link:14404;22560;890601;1396134_09:07:00;658993.0;395083.0;bus
244562;0;3;108621.link:56817;635139.link:25290;23106;57185;1307921_08:53:00;240045.0;609285.0;bus
247625;0;1;160212.link:41776;344571.link:6227;12526;341182;739944_08:57:00;378316.0;457764.0;bus
298798;0;1;425071.link:52566;120060.link:15713;22293;1617785;197556_09:02:00;47388.0;125808.0;bus
299103;0;1;437042.link:35396;120060.link:15713;22293;1617785;197556_09:02:00;248401.0;125808.0;bus
174940;0;3;108621.link:56817;635139.link:25290;23106;57185;1307921_08:53:00;240045.0;609285.0;bus
240272;0;3;506814.link:56413;427669.link:53446;23106;666145;604836_09:13:00;181821.0;544870.0;bus
209598;0;1;401928.link:80813;272425.link:32123;20612;705237;705237_09:16:00;191428.0;456204.0;bus
14904;0;1;33133.link:47954;483646.link:73017;14914;618201;829391_09:13:00;354177.0;473203.0;bus
314129;0;1;476038.link:2766;75902.link:63560;19170;233783;1228610_09:00:00;282972.0;447989.0;bus
129313;0;5;342114.link:27987;258602.link:37842;5503;204545;204545_09:21:00;417625.0;646696.0;bus
247625;0;3;344571.link:28562;175804.link:56354;12526;889712;564082_09:25:00;457764.0;628138.0;bus
254666;0;1;38049.link:76458;9641.link:49135;7839;372860;1141571_08:47:00;95392.0;226748.0;bus
5393;0;1;480702.link:44503;451458.link:67867;13653;134833;761155_09:15:00;164179.0;115044.0;bus
179091;0;3;142433.link:56815;669574.link:63088;22293;1617785;197556_09:02:00;240045.0;648074.0;bus
93299;0;5;444375.link:9221;191619.link:15731;7949;488069;488069_09:16:00;520392.0;96974.0;rail
129127;0;5;444375.link:9221;191619.link:15731;7949;488069;488069_09:16:00;520392.0;96974.0;rail
279331;0;3;185197.link:8939;128120.link:36757;9289;1673844;23196_09:15:00;603484.0;508585.0;bus
94603;0;1;142503.link:52634;420429.link:47870;18688;1568109;1568109_09:00:00;586561.0;50190.0;bus
348312;0;1;595577.link:54766;604219.link:34506;11988;762814;191419_08:54:00;189325.0;96974.0;bus
372458;0;1;625785.link:20611;669574.link:63088;22293;1617785;197556_09:02:00;331238.0;648074.0;bus
87494;0;1;41162.link:64840;227716.link:24297;21536;412987;1012937_09:15:00;671895.0;377344.0;bus
89417;0;3;342114.link:27987;360448.link:34513;5503;204545;1156114_09:11:00;417625.0;96974.0;bus
121320;0;3;444375.link:9221;191619.link:15731;7949;488069;488069_09:16:00;520392.0;96974.0;rail
428055;0;1;595577.link:54766;604219.link:34506;11988;762814;191419_08:54:00;189325.0;96974.0;bus
241430;0;1;668649.link:52584;669574.link:63088;22293;1617785;197556_09:02:00;581234.0;648074.0;bus
208142;0;1;625785.link:20611;669574.link:63088;22293;1617785;197556_09:02:00;331238.0;648074.0;bus
121385;0;3;444375.link:9221;191619.link:15731;7949;488069;488069_09:16:00;520392.0;96974.0;rail
227367;0;3;302634.link:31269;552013.link:71779;13653;134833;761155_09:15:00;109112.0;58232.0;bus
382332;0;1;247718.link:18822;410929.link:21810;18874;838869;845900_09:02:00;348743.0;385993.0;bus
41435;1;2;56614.link:14861;153538.link:80912;24101;110210;1515062_09:15:00;510106.0;14442.0;bus
108192;0;3;609932.link:13589;263861.link:54325;21480;987021;407761_09:06:00;96974.0;51975.0;bus
101801;0;5;579762.link:40432;239139.link:45745;20417;943853;404031_09:13:00;377654.0;339609.0;bus
195454;0;3;302634.link:31269;572948.link:1330;13653;134833;761155_09:15:00;109112.0;96974.0;bus
32070;0;1;504665.link:22544;395254.link:51937;12701;25643;25643_08:58:00;109682.0;509564.0;bus
102553;0;1;14642.link:10128;537962.link:81758;9289;1137759;61625_09:19:00;30674.0;294771.0;bus
103510;0;3;11016.link:13378;280940.link:12479;18688;1568109;1568109_09:00:00;169742.0;91217.0;bus
133968;0;3;11016.link:13378;280940.link:12479;18688;1568109;1568109_09:00:00;169742.0;91217.0;bus
93505;0;1;641095.link:69989;280940.link:12479;18688;1568109;1568109_09:00:00;366603.0;91217.0;bus
92140;0;3;11016.link:13378;280940.link:12479;18688;1568109;1568109_09:00:00;169742.0;91217.0;bus
130100;0;1;237365.link:48848;280940.link:12479;18688;1568109;1568109_09:00:00;351478.0;91217.0;bus
402398;0;1;523789.link:69083;615752.link:49168;9289;1673844;23196_09:15:00;135122.0;226748.0;bus
129780;0;1;11016.link:13378;280940.link:12479;18688;1568109;1568109_09:00:00;169742.0;91217.0;bus
189253;0;1;246877.link:70637;140004.link:8822;1573;974507;848833_09:13:00;648439.0;620120.0;bus
247625;0;5;397852.link:56353;545209.link:15585;18874;446460;627024_09:24:00;628138.0;88225.0;bus
195269;0;3;271923.link:12230;615752.link:49168;9289;1673844;23196_09:15:00;96974.0;226748.0;bus
373789;0;3;166572.link:32139;669978.link:24775;3299;1374432;1374432_08:53:00;38935.0;144625.0;bus
273882;0;5;199199.link:46517;154878.link:1916;18092;236536;1176966_09:26:00;664177.0;295305.0;bus
186240;0;3;53851.link:61582;458433.link:24695;966;9465;1220694_09:17:00;96974.0;413913.0;bus
94389;0;1;275445.link:39198;455516.link:1478;19170;1622255;91742_09:23:00;337282.0;193450.0;bus
104630;0;3;360448.link:67145;259517.link:30278;5503;1117701;1013084_09:22:00;96974.0;60344.0;bus
39112;1;4;148033.link:9382;93976.link:28291;21991;1707385;616334_09:24:00;520392.0;185600.0;rail
283420;0;3;117201.link:76457;559224.link:76140;7839;29708;780594_08:55:00;95392.0;220682.0;bus
60731;1;4;615752.link:49168;559224.link:76140;7839;29708;780594_08:55:00;226748.0;220682.0;bus
110198;0;3;271923.link:12230;471952.link:49641;9289;1673844;23196_09:15:00;96974.0;104408.0;bus
305610;0;3;635139.link:25290;383361.link:77252;5503;204545;204545_09:21:00;609285.0;666522.0;bus
221847;0;3;136398.link:28292;168132.link:22316;21991;267317;267317_09:28:00;185600.0;417625.0;rail
158480;0;1;237365.link:48848;367598.link:64740;18688;1568109;1568109_09:00:00;351478.0;26842.0;bus
92121;0;3;11016.link:13378;367598.link:64740;18688;1568109;1568109_09:00:00;169742.0;26842.0;bus
215115;0;5;572948.link:59411;552013.link:71779;21108;149335;1116499_09:30:00;96974.0;58232.0;bus
188843;0;3;136398.link:28292;168132.link:22316;21991;267317;267317_09:28:00;185600.0;417625.0;rail
298073;0;3;120060.link:15713;415892.link:54208;5773;1557431;915679_09:12:00;125808.0;496190.0;bus
8000;0;3;117201.link:76457;197025.link:9599;7839;29708;780594_08:55:00;95392.0;578786.0;bus
243009;0;3;627970.link:79468;364639.link:29891;5773;1557431;915679_09:12:00;240045.0;362509.0;bus
59190;0;1;568865.link:59661;669361.link:30704;23536;586760;1081443_09:20:00;206381.0;615173.0;bus
231367;0;1;374122.link:71238;508147.link:7348;21536;412987;1012937_09:15:00;180584.0;403484.0;bus
272238;0;3;627970.link:79468;364639.link:29891;5773;1557431;915679_09:12:00;240045.0;362509.0;bus
48057;1;2;86921.link:67313;380865.link:29891;5773;1557431;915679_09:12:00;589200.0;40782.0;bus
92121;0;5;367598.link:56070;572948.link:1330;12637;320440;1523973_09:30:00;26842.0;96974.0;bus
158480;0;3;367598.link:56070;572948.link:1330;12637;320440;1523973_09:30:00;26842.0;96974.0;bus
83465;0;1;556527.link:54014;659607.link:51862;18874;446460;627024_09:24:00;6570.0;10361.0;bus
78301;0;1;8422.link:65540;507710.link:59125;22781;277292;729907_09:06:00;371725.0;36305.0;bus
106761;0;1;246877.link:70637;526251.link:42051;1573;974507;848833_09:13:00;648439.0;41520.0;bus
315279;0;1;246877.link:70637;526251.link:42051;1573;974507;848833_09:13:00;648439.0;41520.0;bus
78173;0;1;307001.link:57698;51494.link:34112;13676;1154013;12441_09:32:00;21898.0;402482.0;bus
109235;0;1;405145.link:59297;526251.link:42051;1573;974507;848833_09:13:00;592994.0;41520.0;bus
85077;0;1;246877.link:70637;526251.link:42051;1573;974507;848833_09:13:00;648439.0;41520.0;bus
38614;1;4;142899.link:9600;390861.link:26160;7839;372860;1141571_08:47:00;578786.0;348366.0;bus
82744;0;3;120060.link:15713;89375.link:18799;5773;1557431;915679_09:12:00;125808.0;41137.0;bus
116932;0;3;627970.link:79468;89375.link:18799;5773;1557431;915679_09:12:00;240045.0;41137.0;bus
221721;0;1;364639.link:29891;89375.link:18799;5773;1557431;915679_09:12:00;362509.0;41137.0;bus
242049;0;3;120060.link:15713;89375.link:18799;5773;1557431;915679_09:12:00;125808.0;41137.0;bus
178187;0;3;120060.link:15713;89375.link:18799;5773;1557431;915679_09:12:00;125808.0;41137.0;bus
180837;0;3;120060.link:15713;89375.link:18799;5773;1557431;915679_09:12:00;125808.0;41137.0;bus
304623;0;3;627970.link:79468;89375.link:18799;5773;1557431;915679_09:12:00;240045.0;41137.0;bus
82641;0;1;415892.link:54208;89375.link:18799;5773;1557431;915679_09:12:00;496190.0;41137.0;bus
90283;0;1;627970.link:79468;89375.link:18799;5773;1557431;915679_09:12:00;240045.0;41137.0;bus
155773;0;1;552013.link:71779;106632.link:77253;12637;320440;1523973_09:30:00;58232.0;666522.0;bus
86827;0;3;367598.link:56070;106632.link:77253;12637;320440;1523973_09:30:00;26842.0;666522.0;bus
212841;0;3;627970.link:79468;89375.link:18799;5773;1557431;915679_09:12:00;240045.0;41137.0;bus
90717;0;3;120060.link:15713;89375.link:18799;5773;1557431;915679_09:12:00;125808.0;41137.0;bus
237976;0;1;190714.link:64368;72504.link:66201;24101;110210;1515062_09:15:00;257564.0;493871.0;bus
148201;0;5;541639.link:56228;76935.link:59830;18626;1181327;462541_09:30:00;547657.0;150263.0;bus
253413;0;3;451458.link:67867;385812.link:69583;21108;149335;1116499_09:30:00;115044.0;88902.0;bus
288180;0;1;560972.link:10925;73730.link:14206;13245;460649;1627851_09:24:00;431096.0;61954.0;bus
237948;0;1;190714.link:64368;72504.link:66201;24101;110210;1515062_09:15:00;257564.0;493871.0;bus
61604;0;1;560972.link:10925;73730.link:14206;13245;460649;1627851_09:24:00;431096.0;61954.0;bus
159308;0;3;572948.link:59411;385812.link:69583;21108;149335;1116499_09:30:00;96974.0;88902.0;bus
142772;0;5;451458.link:67867;385812.link:69583;21108;149335;1116499_09:30:00;115044.0;88902.0;bus
156981;0;1;71004.link:21477;604219.link:59411;13951;896249;802324_09:32:00;320472.0;96974.0;bus
86518;0;5;572948.link:59411;385812.link:69583;21108;149335;1116499_09:30:00;96974.0;88902.0;bus
307191;0;5;572948.link:59411;385812.link:69583;21108;149335;1116499_09:30:00;96974.0;88902.0;bus
85316;0;3;451458.link:67867;385812.link:69583;21108;149335;1116499_09:30:00;115044.0;88902.0;bus
103830;0;3;662009.link:37848;451543.link:pt_451543;16059;273154;636194_09:35:00;96974.0;480693.0;rail
121454;0;1;483556.link:30544;531722.link:56414;23106;1288234;1258598_09:13:00;504931.0;181821.0;bus
108608;0;3;572948.link:59411;385812.link:69583;21108;149335;1116499_09:30:00;96974.0;88902.0;bus
204246;0;1;233132.link:33390;72504.link:66201;24101;110210;1515062_09:15:00;440091.0;493871.0;bus
272832;0;5;451458.link:67867;385812.link:69583;21108;149335;1116499_09:30:00;115044.0;88902.0;bus
223088;0;3;572948.link:59411;385812.link:69583;21108;149335;1116499_09:30:00;96974.0;88902.0;bus
120219;0;1;469740.link:32517;272212.link:72474;10278;546534;1339761_09:10:00;120778.0;266462.0;bus
326240;0;1;319285.link:42689;254705.link:22606;13245;460649;1627851_09:24:00;253948.0;262138.0;bus
336446;0;3;338123.link:56812;54199.link:45364;13598;1422485;1641887_09:33:00;240045.0;422896.0;bus
231994;0;1;400743.link:48623;72504.link:66201;22781;1484165;203413_08:57:00;484211.0;493871.0;bus
244562;0;5;444375.link:9221;240548.link:9274;16059;1025840;899463_09:31:00;520392.0;601422.0;rail
254783;0;1;83.link:76141;69916.link:45428;7839;372860;1141571_08:47:00;220682.0;141548.0;bus
238521;0;1;69692.link:39870;508147.link:7348;24400;1246556;1246556_09:11:00;607814.0;403484.0;bus
102868;0;1;257700.link:6228;29494.link:36104;12526;889712;564082_09:25:00;457764.0;154159.0;bus
283997;1;2;431060.link:16905;275445.link:39198;23536;137506;1608902_09:38:00;601422.0;337282.0;bus
129852;0;1;246877.link:70637;367598.link:56070;1573;974507;848833_09:13:00;648439.0;26842.0;bus
230334;0;1;560972.link:10925;254705.link:22606;13245;460649;1627851_09:24:00;431096.0;262138.0;bus
291013;0;3;611413.link:72769;72504.link:66201;22781;1484165;203413_08:57:00;210166.0;493871.0;bus
142702;0;1;69692.link:39870;508147.link:7348;24400;1246556;1246556_09:11:00;607814.0;403484.0;bus
244865;0;1;49607.link:47545;575489.link:74249;20612;705237;705237_09:16:00;400312.0;523239.0;bus
120732;0;1;197070.link:60651;575489.link:74249;20612;705237;705237_09:16:00;651472.0;523239.0;bus
362253;1;4;190714.link:64368;197854.link:15078;24101;110210;1515062_09:15:00;257564.0;655169.0;bus
387698;0;1;580956.link:63856;197854.link:15078;24101;110210;1515062_09:15:00;89158.0;655169.0;bus
264984;0;1;190714.link:64368;197854.link:15078;24101;110210;1515062_09:15:00;257564.0;655169.0;bus
274947;0;5;572948.link:59411;593729.link:46549;21108;149335;1116499_09:30:00;96974.0;93016.0;bus
14292;0;1;414210.link:44379;63882.link:8744;20417;943853;404031_09:13:00;286748.0;322469.0;bus
172237;0;1;233132.link:33390;197854.link:15078;24101;110210;1515062_09:15:00;440091.0;655169.0;bus
107675;0;5;572948.link:59411;593729.link:46549;21108;149335;1116499_09:30:00;96974.0;93016.0;bus
216727;0;1;557401.link:54015;281348.link:41783;12526;889712;564082_09:25:00;6570.0;80511.0;bus
272910;0;5;552013.link:71779;411707.link:18093;12637;320440;1523973_09:30:00;58232.0;509793.0;bus
227367;0;5;552013.link:71779;411707.link:18093;12637;320440;1523973_09:30:00;58232.0;509793.0;bus
129127;0;7;572948.link:59411;593729.link:46549;21108;149335;1116499_09:30:00;96974.0;93016.0;bus
108905;0;5;572948.link:59411;593729.link:46549;21108;149335;1116499_09:30:00;96974.0;93016.0;bus
162033;0;1;49478.link:9292;462215.link:pt_462215;16059;258178;1029621_09:32:00;601422.0;480693.0;rail
287960;0;1;580956.link:63856;197854.link:15078;24101;110210;1515062_09:15:00;89158.0;655169.0;bus
83304;0;5;572948.link:59411;593729.link:46549;21108;149335;1116499_09:30:00;96974.0;93016.0;bus
132328;0;3;572948.link:59411;593729.link:46549;21108;149335;1116499_09:30:00;96974.0;93016.0;bus
32371;0;1;564788.link:44312;610735.link:44318;20612;125244;63633_09:22:00;589889.0;352212.0;bus
93299;0;7;572948.link:59411;593729.link:46549;21108;149335;1116499_09:30:00;96974.0;93016.0;bus
36662;0;1;251532.link:19502;50743.link:38930;3654;295338;490945_09:23:00;526672.0;594422.0;bus
76520;0;3;3079.link:20260;246877.link:70636;1573;327109;1026432_09:15:00;239072.0;648439.0;bus
241283;0;1;606173.link:53409;214959.link:60764;3299;734663;734663_08:46:00;557425.0;134979.0;bus
118221;0;3;120060.link:15713;443516.link:52788;5773;1557431;915679_09:12:00;125808.0;185600.0;bus
61028;0;1;385702.link:79037;246877.link:70636;1573;327109;1026432_09:15:00;144601.0;648439.0;bus
61039;0;1;385702.link:79037;246877.link:70636;1573;327109;1026432_09:15:00;144601.0;648439.0;bus
74171;0;1;650392.link:47718;246877.link:70636;1573;327109;1026432_09:15:00;436497.0;648439.0;bus
180279;0;1;350650.link:48393;443516.link:52788;5773;1557431;915679_09:12:00;578918.0;185600.0;bus
179221;0;3;76935.link:59830;593962.link:21889;18626;1181327;462541_09:30:00;150263.0;179347.0;bus
211683;0;3;76935.link:59830;593962.link:21889;18626;1181327;462541_09:30:00;150263.0;179347.0;bus
149071;0;3;627970.link:79468;443516.link:52788;5773;1557431;915679_09:12:00;240045.0;185600.0;bus
280561;0;1;432020.link:7446;50743.link:38930;3654;295338;490945_09:23:00;155273.0;594422.0;bus
178180;0;3;120060.link:15713;443516.link:52788;5773;1557431;915679_09:12:00;125808.0;185600.0;bus
214103;0;3;76935.link:59830;593962.link:21889;18626;1181327;462541_09:30:00;150263.0;179347.0;bus
121913;0;3;627970.link:79468;443516.link:52788;5773;1557431;915679_09:12:00;240045.0;185600.0;bus
147810;0;3;120060.link:15713;443516.link:52788;5773;1557431;915679_09:12:00;125808.0;185600.0;bus
37371;1;4;246877.link:70637;609932.link:13589;1573;974507;848833_09:13:00;648439.0;96974.0;bus
103076;0;5;514565.link:14296;593729.link:46549;3794;1432724;819830_09:30:00;485025.0;93016.0;bus
163334;0;3;159131.link:26976;444375.link:9220;2556;530411;1554739_09:17:00;384423.0;520392.0;rail
129780;0;3;280940.link:12479;593729.link:46549;3794;1432724;819830_09:30:00;91217.0;93016.0;bus
86118;0;5;410688.link:10330;438491.link:70641;22934;948975;1378201_09:36:00;96974.0;48995.0;bus
133968;0;5;280940.link:12479;593729.link:46549;3794;1432724;819830_09:30:00;91217.0;93016.0;bus
104646;0;1;590143.link:22892;277214.link:69591;18092;236536;1176966_09:26:00;38250.0;96062.0;bus
93505;0;3;280940.link:12479;593729.link:46549;3794;1432724;819830_09:30:00;91217.0;93016.0;bus
92140;0;5;280940.link:12479;593729.link:46549;3794;1432724;819830_09:30:00;91217.0;93016.0;bus
103510;0;5;280940.link:12479;593729.link:46549;3794;1432724;819830_09:30:00;91217.0;93016.0;bus
72781;0;1;270791.link:6121;410688.link:34513;5468;698978;422987_09:14:00;323161.0;96974.0;bus
132137;0;1;296256.link:20784;435836.link:13589;7839;372860;1141571_08:47:00;19704.0;96974.0;bus
91836;0;1;39456.link:73606;311917.link:56358;12743;1180575;507507_09:29:00;582818.0;590295.0;bus
225151;0;1;292016.link:11389;435836.link:13589;7839;372860;1141571_08:47:00;648867.0;96974.0;bus
252966;0;1;398674.link:14404;435836.link:13589;7839;372860;1141571_08:47:00;395083.0;96974.0;bus
189611;1;2;237365.link:78757;311917.link:39091;18874;838869;845900_09:02:00;351478.0;590295.0;bus
83643;0;1;585367.link:32710;435836.link:13589;7839;372860;1141571_08:47:00;475179.0;96974.0;bus
442434;0;1;28010.link:41037;72504.link:66200;8390;1211691;712936_09:36:00;323305.0;493871.0;bus
81283;0;1;452220.link:14575;46295.link:76459;14914;618201;829391_09:13:00;301018.0;612531.0;bus
176225;1;4;509997.link:10528;480705.link:20808;7883;563541;1284345_09:13:00;666115.0;269868.0;bus
243514;0;1;612923.link:71937;602275.link:53030;3299;734663;734663_08:46:00;351973.0;240045.0;bus
100250;0;1;607202.link:45546;602275.link:53030;3299;734663;734663_08:46:00;607694.0;240045.0;bus
243737;0;1;607202.link:45546;602275.link:53030;3299;734663;734663_08:46:00;607694.0;240045.0;bus
267535;1;2;214959.link:60764;143091.link:56819;14914;618201;829391_09:13:00;134979.0;240045.0;bus
323033;0;1;74636.link:22432;405816.link:42364;24400;40825;895548_09:34:00;296807.0;326505.0;bus
115838;0;1;665381.link:24776;602275.link:53030;3299;734663;734663_08:46:00;144625.0;240045.0;bus
177822;0;1;361020.link:28775;602275.link:53030;3299;734663;734663_08:46:00;393496.0;240045.0;bus
304424;0;1;197070.link:60651;602275.link:53030;3299;734663;734663_08:46:00;651472.0;240045.0;bus
177587;0;3;166572.link:32138;602275.link:53030;3299;734663;734663_08:46:00;38935.0;240045.0;bus
90534;0;1;166572.link:32138;602275.link:53030;3299;734663;734663_08:46:00;38935.0;240045.0;bus
100324;0;1;612923.link:71937;602275.link:53030;3299;734663;734663_08:46:00;351973.0;240045.0;bus
81752;0;1;35413.link:6179;602275.link:53030;3299;734663;734663_08:46:00;2019.0;240045.0;bus
247625;0;7;629769.link:12501;662009.link:37849;16059;258178;1029621_09:32:00;649912.0;96974.0;rail
132381;0;1;49478.link:9292;662009.link:37849;16059;258178;1029621_09:32:00;601422.0;96974.0;rail
398021;0;1;336219.link:51667;602275.link:53030;3299;734663;734663_08:46:00;70767.0;240045.0;bus
92121;0;7;410688.link:10330;431476.link:8762;22934;948975;1378201_09:36:00;96974.0;494189.0;bus
209889;0;1;265347.link:37668;412898.link:21450;14604;1185324;708499_09:05:00;60253.0;110925.0;bus
158480;0;5;410688.link:10330;431476.link:8762;22934;948975;1378201_09:36:00;96974.0;494189.0;bus
188833;0;1;131670.link:67791;396470.link:18797;3654;295338;490945_09:23:00;252486.0;33445.0;bus
178187;0;5;157324.link:15495;451340.link:59748;19170;1622255;91742_09:23:00;41137.0;578286.0;bus
220288;0;1;492912.link:71416;667609.link:3442;9289;1673844;23196_09:15:00;666332.0;639853.0;bus
428055;0;3;360448.link:67145;307730.link:27984;5503;1117701;683400_09:32:00;96974.0;417625.0;bus
82078;0;3;147812.link:56813;14810.link:68697;373;1182068;1182068_09:10:00;240045.0;455158.0;bus
152836;0;3;311917.link:39091;557401.link:54015;18874;838869;845900_09:02:00;590295.0;6570.0;bus
242049;0;5;89375.link:18799;581508.link:54324;19170;593598;1529047_09:29:00;41137.0;51975.0;bus
180837;0;5;157324.link:15495;75902.link:63560;19170;1622255;91742_09:23:00;41137.0;447989.0;bus
90717;0;5;89375.link:18799;581508.link:54324;19170;593598;1529047_09:29:00;41137.0;51975.0;bus
