node_index,source_node_id,pos_x,pos_y,is_stop_only
348,1063610571,726826.1761292425,5343555.621418257,False
349,10648449987,704306.5420950637,5362644.517760191,False
350,10649469361,703791.0619782322,5362266.8595170025,False
351,10649487129,703874.10594481,5361951.100084874,False
352,10650352635,682990.9455231649,5376501.214655214,False
353,10651254694,703998.7303419713,5362371.587392032,False
354,10651254695,704014.8915664216,5362287.70575658,False
355,10651254696,704016.3864491128,5362279.947540293,False
356,10651254697,704045.09667768,5362129.781617903,False
357,10651361410,704167.6869113819,5362219.64773494,False
358,10652343822,694893.3483452648,5352571.3234146545,False
359,1065448779,694782.4170145757,5355182.264960868,False
360,1065448799,694170.1967213191,5355151.244178903,False
361,1065448817,694473.2973456376,5355043.908242123,False
362,10657324478,704041.1142807619,5362398.0507443985,False
363,10657324479,704052.3698425324,5362401.682972469,False
364,10657324480,704111.8943212251,5362420.873848202,False
365,10657324481,704008.4752387563,5362387.539745839,False
366,10657381447,704015.7594052333,5362389.882805819,False
367,10657381448,704026.8981425419,5362393.466265064,False
368,10657381449,704084.9202958925,5362412.179916856,False
369,10657381450,704095.3040109796,5362415.524904029,False
370,10657381451,703983.6151040206,5362379.423141832,False
371,10657437485,704065.1153306885,5362123.524595855,False
372,10657437486,704041.9916197784,5362103.585372873,False
373,10657437488,704152.2623005544,5362197.347836859,False
374,10657437489,703793.5526248587,5361976.014004939,False
375,10657437490,703796.2709859882,5361961.433635215,False
376,10657437491,703786.7091031577,5362011.934633437,False
377,10657437495,703784.4861610594,5362022.838256098,False
378,10657437496,703767.3441252582,5362112.026610924,False
379,10657437497,703763.9567469682,5362129.342736052,False
380,10657437498,703758.0932333001,5362160.691538267,False
381,10657437499,703755.4626605076,5362175.30845856,False
382,10657438506,703753.3536178658,5362196.042357723,False
383,10657438509,703754.5141555497,5362206.244080169,False
384,10657438516,703774.3378136492,5362243.557000108,False
385,10657438517,703784.4733594963,5362256.707521321,False
386,10657438518,703803.490500195,5362279.736385859,False
387,10660444324,717068.5766533123,5358916.91318341,False
388,10660444337,717104.5730034872,5358871.177204977,False
389,10665039453,677535.334053289,5372931.552946916,False
390,1066508817,673938.6151832278,5376364.6347065205,False
391,1066549870,677137.5564201727,5385387.044340094,False
392,1066549875,677820.4101025631,5384745.845784793,False
393,1066549889,677061.3794468899,5385306.713191738,False
394,1066549916,677804.7891565578,5384756.945279054,False
395,1066549920,679179.3133855873,5384077.129201614,False
396,1066549932,679056.2333020112,5384581.71539911,False
397,1066549947,677591.0370724554,5385175.607079738,False
398,10672617026,736883.5141750732,5354861.602531772,False
399,10676116828,684665.6062375617,5377294.066814116,False
400,10676403321,717429.091689454,5371840.885616661,False
401,10679965714,694036.4218196333,5375813.484778986,False
402,10680290803,684082.9145712431,5377055.766224454,False
403,10682615195,703000.146635168,5356430.811744348,False
404,10682615196,702935.942006354,5356287.115034181,False
405,10689100327,716009.8070626475,5354811.526448709,False
406,10694310029,703807.850016149,5362348.809907138,False
407,10694397670,704497.963888045,5362616.03094211,False
408,10699400093,684016.6725950276,5376769.923056984,False
409,10699400097,684041.5402543683,5376765.782756487,False
410,10702681760,693617.6859728429,5406217.925447401,False
411,10702681761,693631.6015605641,5406218.318259314,False
412,10702681762,693629.499654102,5406270.5242808005,False
413,10702681764,693637.6139535003,5406133.676333698,False
414,10703194976,689386.708461583,5372399.969279589,False
415,1070492364,697258.8430672237,5354872.068476693,False
416,10707624501,696214.4631840779,5354236.289800838,False
417,10712234049,693711.1651111777,5352902.147423252,False
418,10712234050,702526.6610273462,5356920.398023656,False
419,10712668546,692690.7019405824,5351841.906684426,False
420,10716375414,695280.5816421814,5353607.38246131,False
421,10718521,712266.6418266717,5354352.026859647,False
422,10718542,713378.200373679,5354374.910777034,False
423,10718545,714816.9945300895,5354011.746009551,False
424,10718547,714799.9745416444,5353912.329428186,False
425,10718549,714805.0466300319,5353700.828586027,False
426,10723849628,716962.5126445728,5372400.6800078945,False
427,10729500336,684296.9605124097,5377268.975526069,False
428,10729500337,684301.1185531963,5377298.039357662,False
429,10729500338,684307.3545711921,5377287.9179404145,False
430,10729500340,684343.8717448123,5377268.071126977,False
431,10732130531,704314.1114720826,5356382.405136159,False
432,10732169188,703676.1546178139,5362706.121706995,False
433,10732169689,703325.0191657201,5362351.395144319,False
434,10736685743,703711.4452175449,5362865.799255835,False
435,10737698,711146.3472710793,5351912.169395213,False
436,10737725,711692.0011619333,5347397.072274552,False
437,10737729,711116.1311393379,5353730.378928399,False
438,10737756,711245.6788061915,5350823.823627498,False
439,10737776,711254.2686742976,5348501.9407629585,False
440,10737805,711193.9730434965,5350433.629625188,False
441,10737823,711521.1724304057,5347619.313631349,False
442,10737863,711061.0056879331,5351745.975751495,False
443,10737875,711175.4518876355,5353342.468425772,False
444,10737876,711119.153553426,5353831.152283241,False
445,10737903,711090.7556493175,5351004.272046594,False
446,10737907,711036.1481302631,5351039.305776585,False
447,10737970,711886.5852906642,5347204.041617862,False
448,10737977,711050.2115674531,5350994.009839049,False
449,10738016,711430.5726138856,5348186.347680502,False
450,10739323256,680266.1475943964,5367510.854674455,False
451,10740135449,702155.4180507214,5381961.392826026,False
452,10740135457,702186.8923461417,5381985.758142549,False
453,1074085546,701465.4834416794,5364121.069608547,False
454,10741991079,690565.6920756535,5388219.730119739,False
455,1074280446,675810.0378549986,5387734.060521997,False
456,10748083955,702478.7709101327,5356943.149742727,False
457,10748083957,702477.5036299283,5356960.174761375,False
458,10748083996,702295.2952385466,5356984.35066472,False
459,10748083999,702302.6443947747,5357011.330454672,False
460,10751753289,689191.3594300824,5387701.255921482,False
461,10751753294,689276.3206028558,5387746.118593814,False
462,1075894674,677707.9708434953,5388055.493835917,False
463,1075897194,678394.7529330802,5387585.713850463,False
464,1075902827,697505.2436543724,5392882.711713662,False
465,1075903024,693925.4315284919,5395947.239301402,False
466,1075903027,696736.7031065081,5391594.970065177,False
467,1075903055,694856.0827399011,5393039.493573817,False
